NumerRSPO;Typ;Nazwa;Ulica;numerBudynku;numerLokalu;kodPocztowy;miejscowosc;kodterytorialnyUlica;kodterytorialnyMiejscowosc;kodterytorialnyGmina;Telefon;Faks;E-mail;stronaWww;wojewodztwo;powiat;gmina;REGON;NIP;publicznoscStatus;Kategoriauczniów;Specyfikaplacówki;Dyrektor;organProwadzący;TypOrganuProwadzącego;WojewództwoOrganuProwadzącego;PowiatOrganuProwadzącego;GminaOrganuProwadzącego;DataZałożenia;DataLikwidacji
12003;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. PRELUDIUM W OPOLU;ul. Powstańców Śląskich;25;;45-086;Opole;17366;0965016;1661011;602198905;;dyrekcja@preludium.net;www.preludium.net;OPOLSKIE;Opole;Opole - gmina miejska;161479897;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Barbara Zwolińska-Kobiela;BARBARA ZWOLIŃSKA-KOBIELA;Osoba fizyczna;OPOLSKIE;opolski;Turawa;2012-08-30;
12924;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH W ŁODZI;ul. Zofii Nałkowskiej;2;;93-262;Łódź-Górna;13967;0957985;1061039;426434612;;lodz@spsk.info.pl;;ŁÓDZKIE;Łódź;Łódź-Górna - delegatura;101470791;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Marek Woźniak;STOWARZYSZENIE PRZYJACIÓŁ SZKÓŁ KATOLICKICH;Stowarzyszenia;ŚLĄSKIE;Częstochowa;Częstochowa;2011-11-28;
17965;SM1;SZKOŁA MUZYCZNA I STOPNIA W ZESPOLE SZKÓŁ MUZYCZNYCH IM.IGNACEGO JANA PADEREWSKIEGO;ul. Norberta Lippóczy'ego;4;;33-100;Tarnów;30793;0981570;1263011;146210408;;sekretzsmuz@umt.tarnow.pl;http://www.zsmuz.tarnow.pl/;MAŁOPOLSKIE;Tarnów;Tarnów - gmina miejska;852622816;;publiczna;Bez kategorii;brak specyfiki;;TARNÓW - MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;MAŁOPOLSKIE;Tarnów;Tarnów;1989-09-01;
18609;SM1;SZKOŁA MUZYCZNA I STOPNIA W CHEŁMŻY;ul. gen. Józefa Hallera;25;;87-140;Chełmża;06485;0983126;0415011;566752176;566752176;sm.chelmza@gmail.com;szkolamuzycznachelmza.pl;KUJAWSKO-POMORSKIE;toruński;Chełmża - gmina miejska;871258451;8792232060;publiczna;Bez kategorii;brak specyfiki;PIOTR JANISZEWSKI;POWIAT TORUŃSKI;Powiat ziemski;KUJAWSKO-POMORSKIE;Toruń;Toruń;2000-09-01;
19477;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. NUTKA W WARSZAWIE;ul. Marii Grzegorzewskiej;10;;02-778;Ursynów;06316;0988833;1465138;501089423;;nutka@hot.pl;;MAZOWIECKIE;Warszawa;Ursynów - dzielnica;146315549;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Agata Pyzel-Tondera;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1998-09-03;
20207;SM1;PIERWSZA PRYWATNA SZKOŁA MUZYCZNA I ST. MUZYK W KIELCACH;ul. Świętego Stanisława Kostki;17;;25-341;Kielce;44588;0945930;2661011;504-240-021;;ppsmmuzyk@op.pl;ppsmmuzyk.republika.pl;ŚWIĘTOKRZYSKIE;Kielce;Kielce - gmina miejska;260636452;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Aleksandra Wieloch;ALEKSANDRA WIELOCH;Osoba fizyczna;ŚWIĘTOKRZYSKIE;kielecki;Górno;1998-09-22;
20530;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W BOGATYNIA;ul. Leona Wyczółkowskiego;42a;;59-920;Bogatynia;24963;0935908;0225034;75-773-32-53;;;;DOLNOŚLĄSKIE;zgorzelecki;Bogatynia - miasto;021975478;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Sławomir Kosiorek;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-02-22;
20764;SM1;SZKOŁA MUZYCZNA I ST. IM. WITOLDA  LUTOSŁAWSKIEGO W LUBLINIE;ul. Bursztynowa;22;;20-576;Lublin;02462;0954700;0663011;81-511-93-90;;;;LUBELSKIE;Lublin;Lublin - gmina miejska;061466225;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-03-01;
21459;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W RAWICZU;ul. Władysława Broniewskiego;5;;63-900;Rawicz;02125;0954604;3022054;510051152;;jdudek@zsiporawicz.net;;WIELKOPOLSKIE;rawicki;Rawicz - miasto;302228695;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Jerzy Dudek;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-05-07;
21461;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. VENOS STUDIO W ZABRZU;ul. św. Teresy;8;;41-807;Zabrze;22762;0945380;2478011;32-777-44-10;;;;ŚLĄSKIE;Zabrze;Zabrze - gmina miejska;243057003;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Wenancjusz Ochman;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;1999-06-14;
22876;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I STOPNIA IM. FRYDERYKA CHOPINA;ul. Jana III Sobieskiego;15;;35-002;Rzeszów;20431;0974133;1863011;177482990;;;;PODKARPACKIE;Rzeszów;Rzeszów - gmina miejska;691754821;8132854743;publiczna;Bez kategorii;brak specyfiki;;GMINA MIASTO RZESZÓW;Miasto na prawach powiatu;PODKARPACKIE;Rzeszów;Rzeszów;1944-08-31;
23125;SM1;SZKOŁA MUZYCZNA I ST. W CHOJNICACH;ul. Grunwaldzka;6;;89-600;Chojnice;06260;0928854;2202011;523974766;523974766;szkola165@wp.pl;szkolamuzyczna.chojnice24.pl;POMORSKIE;chojnicki;Chojnice - gmina miejska;001306267;;publiczna;Bez kategorii;brak specyfiki;Wojciech Daszkowski;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1988-06-13;
23133;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. IGNACEGO JANA PADEREWSKIEGO W KARTUZACH;ul. dr. Aleksandra Majkowskiego;5;;83-300;Kartuzy;11978;0934547;2205024;586812386;586812386;0303kartuzy@wp.pl;psmkartuzy.pl;POMORSKIE;kartuski;Kartuzy - miasto;000278675;;publiczna;Bez kategorii;brak specyfiki;Sebastian Szuman;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1971-09-01;
23201;SM1;SZKOŁA MUZYCZNA I STOPNIA W ŚWIĄTNIKACH GÓRNYCH;ul. Kazimierza Bruchnalskiego;35;;32-040;Świątniki Górne;29298;0337774;1206144;122708948;;sekretariat@sm-swiatniki.pl;www.sm-swiatniki.pl;MAŁOPOLSKIE;krakowski;Świątniki Górne - miasto;122674385;;publiczna;Bez kategorii;brak specyfiki;Robert Kozłowski;GMINA ŚWIĄTNIKI GÓRNE;Gmina;MAŁOPOLSKIE;krakowski;Świątniki Górne;2012-09-01;
24542;SM1;PRYWATNA SZKOŁA MUZYCZNA I ST. NR 3 W BIAŁYMSTOKU;ul. Pietrasze;29;;15-131;Białystok;16169;0922410;2061011;608524646;;limberger1@o2.pl;;PODLASKIE;Białystok;Białystok - gmina miejska;200733038;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Mieczysław Limberger;MIECZYSŁAW LIMBERGER;Osoba fizyczna;PODLASKIE;Białystok;Białystok;2001-09-19;
24654;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W KOLBUDACH;ul. gen. Józefa Wybickiego;33;;83-050;Kolbudy;24906;0163950;2204032;728388465;;ssm.kolbudy@wp.pl;ssm-kolbudy.com.pl;POMORSKIE;gdański;Kolbudy - gmina wiejska;221754759;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Jacek Stolarski;ANITA STOLARSKA;Osoba fizyczna;POMORSKIE;gdański;Kolbudy;2002-09-25;
24802;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. MAZURKA DĄBROWSKIEGO W KOŚCIERZYNIE;ul. Dworcowa;12;;83-400;Kościerzyna;04434;0934553;2206011;586863585;586863585;psmkoscierzyna@gmail.com;psmkoscierzyna.pl;POMORSKIE;kościerski;Kościerzyna - gmina miejska;000987377;;publiczna;Bez kategorii;brak specyfiki;Katarzyna Karczewska;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1982-06-18;
24821;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. FELIKSA NOWOWIEJSKIEGO W KWIDZYNIE;ul. Chopina;2;;82-500;Kwidzyn;02844;0932790;2207011;552792593;552792593;psm.kwidzyn@wp.pl;szkolamuzyczna.kwidzyn.pl;POMORSKIE;kwidzyński;Kwidzyn - gmina miejska;000277960;;publiczna;Bez kategorii;brak specyfiki;Jarosław Golder;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1948-03-15;
24835;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. MIECZYSŁAWA MICHALSKIEGO W LĘBORKU;ul. Legionów Polskich;35;;84-300;Lębork;10775;0977373;2208011;598622394;598622394;psmlebork@o2.pl;psmlebork.edupage.org;POMORSKIE;lęborski;Lębork - gmina miejska;000278652;;publiczna;Bez kategorii;brak specyfiki;Wojciech Siedlik;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1971-01-11;
24839;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. IGNACEGO JANA PADEREWSKIEGO W MALBORKU;pl. Słowiański;18;;82-200;Malbork;20295;0932815;2209011;552723158;552723158;psmmalbork@list.pl;psmmalbork.pl;POMORSKIE;malborski;Malbork - gmina miejska;000278735;;publiczna;Bez kategorii;brak specyfiki;Danuta Karczewska;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1972-08-01;
24885;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. STANISŁAWA MONIUSZKI W PUCKU;ul. Przebendowskiego;17;;84-100;Puck;17626;0934636;2211031;586732746;586732746;smpuck@onet.pl;psmpuck.pl;POMORSKIE;pucki;Puck - gmina miejska;001099124;;publiczna;Bez kategorii;brak specyfiki;Iwona Sokołek;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1984-06-18;
25298;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. WITOLDA LUTOSŁAWSKIEGO W STAROGARDZIE GDAŃSKIM;ul. Tadeusza Kościuszki;28;;83-200;Starogard Gdański;09582;0934837;2213031;585622215;585622215;muzyczna1@wp.pl;;POMORSKIE;starogardzki;Starogard Gdański - gmina miejska;000278758;;publiczna;Bez kategorii;brak specyfiki;Tadeusz Negowski;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1973-07-11;
25348;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W WEJHEROWIE;ul. Dworcowa;6;;84-200;Wejherowo;04434;0934984;2215031;586722448;586722448;psmwejher@data.pl;psm.wejher.pl;POMORSKIE;wejherowski;Wejherowo - gmina miejska;000278712;;publiczna;Bez kategorii;brak specyfiki;Dorota Muża-Szlas;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1972-01-01;
25860;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W KOŁOBRZEGU;ul. Jana Frankowskiego;1;;78-100;Kołobrzeg;05163;0950026;3208011;943523201;943523201;kolmuz@o2.pl;;ZACHODNIOPOMORSKIE;kołobrzeski;Kołobrzeg - gmina miejska;330019716;;publiczna;Bez kategorii;brak specyfiki;Krzysztof Sokolnicki;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1991-06-05;
26079;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W MYŚLIBORZU;ul. Felczaka;15a;;74-300;Myślibórz;04932;0935558;3210044;957474281;957474281;pszm.mysliborz@gazeta.pl;psmmysliborz.pl;ZACHODNIOPOMORSKIE;myśliborski;Myślibórz - miasto;210029277;;publiczna;Bez kategorii;brak specyfiki;Agata Myszak;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1992-08-10;
26968;SM1;SZKOŁA MUZYCZNA I STOPNIA W CHEŁMŻY FILIA W LUBICZU;ul. Piaskowa;23;;87-126;Lubicz Górny;16033;0846375;0415042;0566752176;0566785200;sm.chelmza@gmail.com;;KUJAWSKO-POMORSKIE;toruński;Lubicz - gmina wiejska;87125845100021;;publiczna;Bez kategorii;brak specyfiki;;POWIAT TORUŃSKI;Powiat ziemski;KUJAWSKO-POMORSKIE;Toruń;Toruń;2000-09-01;
27014;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. KAZIMIERZA SEROCKIEGO W GUBINIE;ul. Piastowska;23;;66-620;Gubin;16046;0988394;0802011;683594518;683594518;psmgubin@wp.pl;psmgubin.pl;LUBUSKIE;krośnieński;Gubin - gmina miejska;000577490;;publiczna;Bez kategorii;brak specyfiki;Alicja Gil;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-05-26;
27026;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. GRAŻYNY BACEWICZ W NOWEJ SOLI;ul. Zjednoczenia;42;;67-100;Nowa Sól;26174;0988520;0804011;683873605;683873605;bacewicz@neostrada.pl;psm.wer.pl;LUBUSKIE;nowosolski;Nowa Sól - gmina miejska;000287071;;publiczna;Bez kategorii;brak specyfiki;Jerzy Szynder;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1967-03-03;
27239;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W KROŚNIE ODRZAŃSKIM;ul. Piastów;10i;;66-600;Krosno Odrzańskie;16057;0988460;0802064;683835466;683835466;psmko@interia.pl;psm.krosno-odrz.pl;LUBUSKIE;krośnieński;Krosno Odrzańskie - miasto;000577484;;publiczna;Bez kategorii;brak specyfiki;Iwona Dobryniewska;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1974-08-17;
27316;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. IM. IGNACEGO KRZYŻANOWSKIEGO W OPATOWIE;pl. Obrońców Pokoju;3;;27-500;Opatów;14641;0980671;2606044;696267311;;d.jurkowski@op.pl;;ŚWIĘTOKRZYSKIE;opatowski;Opatów - miasto;260639031;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Dariusz Jurkowski;OPATOWSKIE TOWARZYSTWO ARTYSTYCZNE;Stowarzyszenia;ŚWIĘTOKRZYSKIE;opatowski;Opatów;2012-09-25;
27375;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W STRZELCACH KRAJEŃSKICH;ul. Wojska Polskiego;12;;66-500;Strzelce Krajeńskie;24628;0935742;0806044;957632945;957632945;psmstrzelce@list.pl;psm-strzelcekraj.com.pl;LUBUSKIE;strzelecko-drezdenecki;Strzelce Krajeńskie - miasto;000705611;;publiczna;Bez kategorii;brak specyfiki;Tomasz Cichocki;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-09-01;
27412;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. ZYGMUNTA NOSKOWSKIEGO W ŚWIEBODZINIE;ul. Sulechowska;15;;66-200;Świebodzin;21545;0988626;0808054;684753444;684753444;psmswiebodzin@interia.pl;psm.swiebodzin.pl;LUBUSKIE;świebodziński;Świebodzin - miasto;000282642;;publiczna;Bez kategorii;brak specyfiki;Renata Sypień;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1971-07-13;
27429;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. KAROLA KURPIŃSKIEGO WE WSCHOWIE;ul. Głogowska;11;;67-400;Wschowa;05614;0954685;0812034;655403415;655403415;psm.wschowa@wp.pl;psm.wschowa.com.pl;LUBUSKIE;wschowski;Wschowa - miasto;000929003;;publiczna;Bez kategorii;brak specyfiki;Krystyna Turowska;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1976-07-05;
28071;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W SZPROTAWIE;ul. Konopnickiej;4;;67-300;Szprotawa;09182;0988603;0810074;683762416;683762416;szmuza@o2.pl;psmszprotawa.pl;LUBUSKIE;żagański;Szprotawa - miasto;000284291;;publiczna;Bez kategorii;brak specyfiki;Angela Stepenko;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1973-07-30;
28072;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. GEORGA PHILIPPA TELEMANNA W ŻARACH;al. Wojska Polskiego;2a;;68-200;Żary;24623;0988684;0811021;683634413;683634413;psmteleman@interia.pl;psm.zary.pl;LUBUSKIE;żarski;Żary - gmina miejska;000676418;;publiczna;Bez kategorii;brak specyfiki;Waldemar Wolski;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1976-07-05;
28703;SM1;TOSCA PIERWSZA PRYWATNA SZKOŁA MUZYCZNA I ST. W POLICACH;ul. Piaskowa;99;;72-010;Police;16033;0979449;3211044;604612424;;tosca@police.pl;www.tosca.police.pl;ZACHODNIOPOMORSKIE;policki;Police - miasto;321284753;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Elżbieta Kuwik;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2003-05-26;
29311;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I STOPNIA IM. ALEKSANDRA TANSMANA;ul. Szpitalna;5/7;;92-207;Łódź;22073;0957650;1061011;426744505;426744505;psmistlodz@lodz.home.pl;www.psm.szkoly.lodz.pl;ŁÓDZKIE;Łódź;Łódź - gmina miejska;000276601;7281291888;publiczna;Bez kategorii;brak specyfiki;Małgorzata Biernacka;ŁÓDŹ-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;ŁÓDZKIE;Łódź;Łódź-Śródmieście;1950-01-01;
29540;SM1;WARSZAWSKA SZKOŁA MUZYCZNA;al. Aleja Komisji Edukacji Narodowej;36;126;02-797;Ursynów;45561;0988833;1465138;506141696;;kontakt@muzyczna.art.pl;http://muzyczna.art.pl/;MAZOWIECKIE;Warszawa;Ursynów - dzielnica;146348980;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;ANNA PODŁUCKA;WARSZAWSKA FUNDACJA EDUKACJI ARTYSTYCZNEJ;Fundacje;MAZOWIECKIE;Warszawa;Żoliborz;2003-09-01;
29718;SM1;SPOŁECZNA SZKOŁA MUZYCZNA I ST. IM. WOJCIECHA KILARA W WARSZAWIE;ul. Armii Krajowej;9;;05-075;Wesoła;00432;0921728;1465158;602787222;;ewa.sulikowska@poczta.onet.pl;;MAZOWIECKIE;Warszawa;Wesoła - dzielnica;146348916;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Ewa Sulikowska;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2003-09-23;
30196;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. KAROLA SZYMANOWSKIEGO W KOLE;ul. Henryka Sienkiewicza;11;;62-600;Koło;19834;0949052;3009011;632722265;632722265;sekretariat.psmkolo@gmail.com;psmkolo.pl;WIELKOPOLSKIE;kolski;Koło - gmina miejska;000285706;;publiczna;Bez kategorii;brak specyfiki;Marek Kłaniecki;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1971-01-01;
30261;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. WE WRZEŚNI;ul. Stefana Batorego;8;;62-300;Września;00891;0971637;3030054;61-437-98-45;;;;WIELKOPOLSKIE;wrzesiński;Września - miasto;302240963;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Grzegorz Adamski;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2004-05-31;
30267;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. JÓZEFA ZEIDLERA W GOSTYNIU;ul. Strzelecka;28;;63-800;Gostyń;21381;0954395;3004024;655723321;655723321;psm-gostyn@wp.pl;szkolamuzyczna.gostyn.pl;WIELKOPOLSKIE;gostyński;Gostyń - miasto;410225061;;publiczna;Bez kategorii;brak specyfiki;Katarzyna Grzybowska;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1994-09-15;
30352;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W TCZEWIE;ul. Armii Krajowej;70;;83-110;Tczew;00432;0934903;2214011;606-141-859;;;;POMORSKIE;tczewski;Tczew - gmina miejska;221759120;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Magdalena Szczypiorska;MAGDALENA SZCZYPIORSKA;Osoba fizyczna;POMORSKIE;gdański;Pszczółki;2004-07-30;
30362;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W JAROCINIE;ul. Park;3;;63-200;Jarocin;15698;0936776;3006024;627473020;627473020;psmjarocin@poczta.onet.pl;psm.jarocin.pl;WIELKOPOLSKIE;jarociński;Jarocin - miasto;000772197;;publiczna;Bez kategorii;brak specyfiki;Dorota Chłopocka;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1977-08-25;
30831;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. ALEKSANDRA TANSMANA W KĘPNIE;ul. Staszica;10;;63-600;Kępno;21065;0936871;3008034;627823029;627823029;tansman@hot.pl;;WIELKOPOLSKIE;kępiński;Kępno - miasto;000807582;;publiczna;Bez kategorii;brak specyfiki;Magdalena Michalczyk;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1978-06-07;
31066;SM1;SPOŁECZNA SZKOŁA MUZYCZNA I ST. W OSTROWI MAZOWIECKIEJ;ul. Romana Rubinkowskiego;15;;07-300;Ostrów Mazowiecka;19032;0966330;1416011;502-391-038;;;;MAZOWIECKIE;ostrowski;Ostrów Mazowiecka - gmina miejska;146349270;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Jolanta Swaczyna;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2004-09-07;
31489;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. WITOLDA LUTOSŁAWSKIEGO W NOWYM TOMYŚLU;pl. Fryderyka Chopina;14;;64-300;Nowy Tomyśl;02847;0971175;3015044;614423326;614425725;sekretariat@psmnowytomysl.pl;psmnowytomysl.pl;WIELKOPOLSKIE;nowotomyski;Nowy Tomyśl - miasto;000598434;;publiczna;Bez kategorii;brak specyfiki;Krystyna Szymko;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-09-23;
31590;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W OSTRZESZOWIE;ul. Zamkowa;37a;;63-500;Ostrzeszów;25547;0937250;3018074;627301538;627301538;psm.ostrzeszow@hot.pl;;WIELKOPOLSKIE;ostrzeszowski;Ostrzeszów - miasto;001270569;;publiczna;Bez kategorii;brak specyfiki;Mirosław Zając;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1987-09-01;
31596;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. WOJCIECHA KILARA W PLESZEWIE;ul. Aleje Wojska Polskiego;7;;63-300;Pleszew;33863;0937280;3020064;627422171;627427131;psmpleszew@partnet.pl;psmpleszew.republika.pl;WIELKOPOLSKIE;pleszewski;Pleszew - miasto;003343835;;publiczna;Bez kategorii;brak specyfiki;Sławomir Moch;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1990-09-01;
31614;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. WITOLDA LUTOSŁAWSKIEGO W TURKU;ul. Uniejowska;9;;62-700;Turek;23359;0949336;3027011;63.2784246;632784246;psmturek@gmail.com;muzyczna.turek.pl;WIELKOPOLSKIE;turecki;Turek - gmina miejska;000831155;;publiczna;Bez kategorii;brak specyfiki;Marta Janicka;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1979-08-01;
