urzad;teryt;razem;razemKobiety;wiek;PSL;PiS;PO;SLD;PP;NP;teryt.bis;xteryt;name;areaH;areaKm;popThs;popKm;rankA;rankP;type;bb;center
Wójt Gminy Nozdrzec;180206;3;0;48.67;0;1;0;0;0;2;180206;2;Nozdrzec;12077;121;8180;68;1045;1086;gw;49.707947,22.028046 49.835591,22.294533;49.771769,22.1612895
Wójt Gminy Domaradz;180202;4;0;46.00;0;1;0;0;0;3;180202;2;Domaradz;5650;57;6112;108;1978;1465;gw;49.747222,21.894796 49.837621,22.075129;49.7924215,21.9849625
Burmistrz Brzozowa;180201;4;0;54.25;0;1;0;0;0;3;180201;3;Brzozów;10307;103;26659;259;1338;217;gmw;49.618300,21.933100 49.753377,22.113537;49.6858385,22.0233185
Wójt Gminy Haczów;180204;2;0;47.00;0;1;0;0;0;1;180204;2;Haczów;7165;72;9161;128;1827;950;gw;49.617859,21.850541 49.719955,22.029055;49.668907,21.939798
Wójt Gminy Dydnia;180203;3;1;51.33;0;1;0;0;0;2;180203;2;Dydnia;13029;130;7997;61;908;1113;gw;49.626712,22.074270 49.736617,22.330238;49.6816645,22.202254
Wójt Gminy Jasienica Rosielna;180205;1;1;56.00;0;1;0;0;0;0;180205;2;Jasienica Rosielna;5706;57;7829;137;1973;1137;gw;49.704468,21.850859 49.781093,22.030452;49.7427805,21.9406555
Wójt Gminy Lutowiska;180105;3;0;50.67;0;0;0;0;0;3;180105;2;Lutowiska;47563;476;2077;4;8;2272;gw;49.002387,22.473308 49.300829,22.894086;49.151608,22.683697
Wójt Gminy w Czarnej;180103;1;0;56.00;0;0;0;0;0;1;180103;2;Czarna;18477;185;2418;13;424;2251;gw;49.225922,22.449337 49.375985,22.750956;49.3009535,22.6001465
Burmistrz Ustrzyk Dolnych;180108;3;0;47.67;0;1;0;0;0;2;180108;3;Ustrzyki Dolne;47867;479;17396;36;7;417;gmw;49.327420,22.395062 49.670286,22.746807;49.498853,22.5709345
Wójt Gminy Jodłowa;180305;3;0;46.00;0;1;0;0;0;2;180305;2;Jodłowa;5992;60;5399;90;1951;1628;gw;49.835584,21.224959 49.932277,21.351379;49.8839305,21.288169
Burmistrz Miasta Dębicy;180301;4;0;40.50;0;1;0;0;0;3;180301;1;Dębica;3383;34;46063;1362;2139;107;gm;50.006882,21.366446 50.085020,21.465543;50.045951,21.4159945
Wójt Gminy Czarna;180303;2;0;51.00;0;0;0;0;0;2;180303;2;Czarna;14799;148;13023;88;695;626;gw;50.010867,21.144584 50.154706,21.377343;50.0827865,21.2609635
Wójt Gminy Dynów;181605;2;1;50.00;0;1;0;0;0;1;181605;2;Dynów;11902;118;6912;58;1071;1297;gw;49.744580,22.096157 49.890297,22.336415;49.8174385,22.216286
Wójt Gminy Chmielnik;181604;1;0;49.00;0;0;0;0;0;1;181604;2;Chmielnik;5292;53;6908;131;2000;1298;gw;49.935198,22.073310 50.010088,22.230428;49.972643,22.151869
Wójt Gminy Hyżne;181607;2;1;47.50;0;0;0;0;0;2;181607;2;Hyżne;5126;51;7012;137;2009;1276;gw;49.858728,22.111855 49.948656,22.266872;49.903692,22.1893635
Burmistrz Głogowa Małopolskiego;181606;4;0;51.75;0;1;0;0;0;3;181606;3;Głogów Małopolski;14470;145;19857;137;737;344;gmw;50.066965,21.859385 50.248688,22.061267;50.1578265,21.960326
Wójt Gminy Kamień;181608;1;0;60.00;0;0;0;0;0;1;181608;2;Kamień;7363;74;6856;93;1796;1308;gw;50.278005,21.998632 50.370335,22.211990;50.32417,22.105311
Burmistrz Gminy i Miasta Sokołów Małopolski;181611;2;0;51.50;0;1;0;0;0;1;181611;3;Sokołów Małopolski;13420;134;17144;128;852;428;gmw;50.169100,22.016210 50.300892,22.252256;50.234996,22.134233
Wójt Gminy Lubenia;181610;2;0;45.00;0;0;0;0;0;2;181610;2;Lubenia;5491;55;6438;117;1988;1396;gw;49.863461,21.901220 49.973666,22.038792;49.9185635,21.970006
Wójt Gminy Trzebownisko;181613;3;0;57.33;0;0;0;0;0;3;181613;2;Trzebownisko;9028;90;21538;239;1531;310;gw;50.062886,21.978796 50.185279,22.176193;50.1240825,22.0774945
Burmistrz Tyczyna;181614;1;0;61.00;0;1;0;0;0;0;181614;3;Tyczyn;5902;59;11916;202;1954;700;gmw;49.913328,21.979864 50.009701,22.133031;49.9615145,22.0564475
Wójt Gminy Tyrawa Wołoska;181706;4;1;50.75;0;1;0;0;0;3;181706;2;Tyrawa Wołoska;6925;69;1964;28;1860;2275;gw;49.527453,22.283909 49.649043,22.427904;49.588248,22.3559065
Wójt Gminy Besko;181702;2;1;52.00;0;1;0;0;0;1;181702;2;Besko;2748;27;4504;164;2178;1855;gw;49.561786,21.906744 49.620452,21.996073;49.591119,21.9514085
Wójt Gminy Fredropol;181303;3;0;45.67;0;0;0;0;0;3;181303;2;Fredropol;15960;160;5565;35;603;1586;gw;49.573073,22.579604 49.728605,22.813370;49.650839,22.696487
Wójt Gminy Świlcza;181612;3;1;44.67;0;1;0;0;0;2;181612;2;Świlcza;10818;108;16040;148;1258;468;gw;50.024906,21.778972 50.151437,21.973520;50.0881715,21.876246
Wójt Gminy Komańcza;181704;5;1;50.80;0;0;0;0;0;5;181704;2;Komańcza;38770;388;4652;12;27;1819;gw;49.173894,21.926033 49.463046,22.250118;49.31847,22.0880755
Burmistrz Sokółki;201108;4;1;45.50;0;1;0;0;0;3;201108;3;Sokółka;31356;314;25765;82;85;235;gmw;53.254703,23.307141 53.490040,23.725913;53.3723715,23.516527
Wójt Gminy Szudziałowo;201110;2;0;52.50;0;0;0;0;0;2;201110;2;Szudziałowo;30161;302;2970;10;95;2192;gw;53.169564,23.439703 53.408637,23.768779;53.2891005,23.604241
Wójt Gminy Rutka-Tartak;201206;2;1;47.50;0;1;0;0;0;1;201206;2;Rutka-Tartak;10346;103;2382;23;1333;2255;gw;54.259740,22.863784 54.390989,23.063165;54.3253645,22.9634745
Burmistrz Miasta Czyżew;201303;2;1;62.00;0;1;0;0;0;1;201303;3;Czyżew;13040;130;6431;49;906;1398;gmw;52.740464,22.242551 52.907680,22.471891;52.824072,22.357221
Wójt Gminy Filipów;201202;4;1;42.50;0;1;0;0;0;3;201202;2;Filipów;15081;151;4387;29;670;1887;gw;54.121841,22.476556 54.251397,22.808397;54.186619,22.6424765
Wójt Gminy Kulesze Kościelne;201306;2;0;46.50;0;0;0;0;0;2;201306;2;Kulesze Kościelne;11532;115;3119;27;1125;2172;gw;52.953565,22.398170 53.063280,22.644654;53.0084225,22.521412
Wójt Gminy Bakałarzewo;201201;1;0;38.00;0;0;0;0;0;1;201201;2;Bakałarzewo;12256;123;3113;25;1016;2175;gw;54.029307,22.595123 54.149999,22.811409;54.089653,22.703266
Wójt Gminy Kobylin-Borzymy;201305;3;0;48.67;0;1;0;0;0;2;201305;2;Kobylin-Borzymy;11942;119;3271;27;1066;2144;gw;53.019991,22.559862 53.143783,22.811665;53.081887,22.6857635
Wójt Gminy Przerośl;201204;2;0;47.00;0;1;0;0;0;1;201204;2;Przerośl;12362;124;2982;24;1006;2189;gw;54.172401,22.558967 54.298164,22.825901;54.2352825,22.692434
Wójt Gminy Nowe Piekuty;201307;3;1;48.33;0;0;0;0;0;3;201307;2;Nowe Piekuty;10970;110;3930;36;1233;2000;gw;52.801785,22.613497 52.945454,22.790194;52.8736195,22.7018455
Wójt Gminy Jeleniewo;201203;2;0;43.50;0;1;0;0;0;1;201203;2;Jeleniewo;13137;131;3172;24;895;2161;gw;54.156193,22.784251 54.273983,23.000072;54.215088,22.8921615
Burmistrz Szepietowa;201309;2;0;46.50;0;0;0;0;0;2;201309;3;Szepietowo;15172;152;7028;46;657;1273;gmw;52.768690,22.416296 52.931915,22.701850;52.8503025,22.559073
Wójt Gminy Siemiatycze;201009;1;0;54.00;0;0;0;0;0;1;201009;2;Siemiatycze;22681;227;6119;27;239;1463;gw;52.358787,22.724782 52.539533,23.012097;52.44916,22.8684395
Wójt Gminy Raczki;201205;2;0;60.50;0;1;0;0;0;1;201205;2;Raczki;14224;142;5981;42;758;1495;gw;53.922691,22.670404 54.061081,22.913426;53.991886,22.791915
Wójt Gminy Wysokie Mazowieckie;201310;1;0;58.00;0;0;0;0;0;1;201310;2;Wysokie Mazowieckie;16648;167;5416;33;546;1626;gw;52.862024,22.341186 52.986358,22.692718;52.924191,22.516952
Prezydent Miasta Suwałk;206301;5;0;46.00;0;1;1;0;0;3;206301;1;Suwałki;6551;66;69554;1062;1900;56;mm;54.040416,22.863758 54.165018,22.994671;54.102717,22.9292145
Wójt Gminy Szypliszki;201208;3;0;38.67;0;1;0;0;0;2;201208;2;Szypliszki;15643;156;3925;25;623;2001;gw;54.142030,22.961367 54.315950,23.159756;54.22899,23.0605615
Burmistrz Miasta Sejny;200901;5;1;52.80;0;1;0;0;0;4;200901;1;Sejny;449;4;5472;1219;2337;1611;gm;54.095810,23.328519 54.125297,23.367035;54.1105535,23.347777
Wójt Gminy Suwałki;201207;3;1;47.33;0;1;0;0;0;2;201207;2;Suwałki;26461;265;7621;29;143;1175;gw;54.003621,22.771259 54.184198,23.153647;54.0939095,22.962453
Wójt Gminy Kołaki Kościelne;201402;4;0;50.75;0;0;0;0;0;4;201402;2;Kołaki Kościelne;7365;74;2349;32;1795;2258;gw;52.957110,22.286379 53.066651,22.442526;53.0118805,22.3644525
Wójt Gminy Puńsk;200904;1;0;50.00;0;0;0;0;0;1;200904;2;Puńsk;13859;139;4193;30;799;1935;gw;54.169867,23.108707 54.297005,23.359220;54.233436,23.2339635
Wójt Gminy Wiżajny;201209;4;1;48.25;0;1;0;0;0;3;201209;2;Wiżajny;11190;112;2392;21;1182;2254;gw;54.261852,22.768004 54.410403,22.967893;54.3361275,22.8679485
Burmistrz Miasta Zambrów;201401;3;0;53.67;0;1;1;0;0;1;201401;1;Zambrów;1902;19;22173;1166;2245;298;gm;52.942844,22.204247 53.009192,22.290331;52.976018,22.247289
Wójt Gminy Krasnopol;200903;1;0;36.00;0;0;0;0;0;1;200903;2;Krasnopol;17149;172;3841;22;503;2025;gw;54.004246,23.080011 54.183727,23.306792;54.0939865,23.1934015
Wójt Gminy Sokoły;201308;2;0;55.50;0;0;0;0;0;2;201308;2;Sokoły;15560;156;5761;37;628;1538;gw;52.920510,22.602654 53.100052,22.868300;53.010281,22.735477
Wójt Gminy Szumowo;201404;2;0;55.50;0;0;0;0;0;2;201404;2;Szumowo;14106;141;4900;35;772;1755;gw;52.841759,21.976105 52.986131,22.217544;52.913945,22.0968245
Wójt Gminy Sejny;200905;4;1;41.00;0;1;0;0;0;3;200905;2;Sejny;21740;217;4007;18;263;1977;gw;54.009659,23.264602 54.232763,23.528601;54.121211,23.3966015
Burmistrz Ciechanowca;201302;4;0;52.00;0;1;0;0;0;3;201302;3;Ciechanowiec;20118;201;8719;43;337;1008;gmw;52.585359,22.409127 52.739549,22.718225;52.662454,22.563676
Wójt Gminy Rutki;201403;6;2;44.83;0;1;0;0;0;5;201403;2;Rutki;19999;200;5636;28;344;1565;gw;53.038636,22.282201 53.203370,22.594009;53.121003,22.438105
Wójt Gminy Kuźnica;201105;2;0;50.00;0;0;0;0;0;2;201105;2;Kuźnica (c);13336;133;4054;30;867;1968;gw;53.412497,23.511314 53.607551,23.709267;53.510024,23.6102905
Burmistrz Miasta Wysokie Mazowieckie;201301;1;0;56.00;0;1;0;0;0;0;201301;1;Wysokie Mazowieckie;1524;15;9390;616;2276;922;gm;52.899845,22.479315 52.949987,22.547845;52.924916,22.51358
Wójt Gminy Zambrów;201405;4;1;40.25;0;1;0;0;0;3;201405;2;Zambrów;29940;299;8969;30;98;979;gw;52.870344,22.028411 53.117270,22.357861;52.993807,22.193136
Wójt Gminy Korycin;201103;1;0;58.00;0;0;0;0;0;1;201103;2;Korycin;11735;117;3256;28;1094;2146;gw;53.339224,23.058219 53.518806,23.203857;53.429015,23.131038
Wójt Gminy Klukowo;201304;1;0;37.00;0;0;0;0;0;1;201304;2;Klukowo;12385;124;4451;36;1000;1869;gw;52.689484,22.441076 52.824266,22.684589;52.756875,22.5628325
Prezydent Miasta Białegostoku;206101;5;1;50.40;0;1;1;0;0;3;206101;1;Białystok;10213;102;297288;2911;1356;10;mm;53.066597,23.065791 53.188420,23.247193;53.1275085,23.156492
Burmistrz Dąbrowy Białostockiej;201101;2;0;45.00;0;1;0;0;0;1;201101;3;Dąbrowa Białostocka;26384;264;11659;44;145;724;gmw;53.528919,23.139424 53.721957,23.458105;53.625438,23.2987645
Prezydent Miasta Łomża;206201;7;1;47.71;0;1;1;1;0;4;206201;1;Łomża;3267;33;63092;1931;2150;66;mm;53.142900,22.011157 53.222244,22.106597;53.182572,22.058877
Wójt Gminy Janów;201102;4;0;51.50;0;1;0;0;0;3;201102;2;Janów;20781;208;4170;20;301;1938;gw;53.367004,23.146961 53.535540,23.426272;53.451272,23.2866165
Burmistrz Krynek;201104;2;1;53.50;0;0;0;0;0;2;201104;3;Krynki;16604;166;3127;19;549;2168;gmw;53.148270,23.632330 53.329673,23.909458;53.2389715,23.770894
Burmistrz Suchowoli;201109;2;0;45.00;0;1;0;0;0;1;201109;3;Suchowola;25570;256;6945;27;167;1290;gmw;53.501160,22.927823 53.683649,23.282317;53.5924045,23.10507
Wójt Gminy Sidra;201107;2;0;41.50;0;0;0;0;0;2;201107;2;Sidra;17409;174;3542;20;491;2093;gw;53.463147,23.305035 53.615387,23.605747;53.539267,23.455391
Wójt Gminy Nowy Dwór;201106;2;0;42.50;0;0;0;0;0;2;201106;2;Nowy Dwór;12114;121;2700;22;1040;2223;gw;53.592406,23.409197 53.710236,23.624129;53.651321,23.516663
Burmistrz Goniądza;200801;5;0;52.60;0;1;0;0;0;4;200801;3;Goniądz;37658;377;4954;13;32;1741;gmw;53.399422,22.535163 53.690077,22.919203;53.5447495,22.727183
Burmistrz Knyszyna;200804;3;1;51.67;0;0;0;0;0;3;200804;3;Knyszyn;12719;127;4780;38;954;1790;gmw;53.279626,22.818285 53.417844,23.081303;53.348735,22.949794
Wójt Gminy Jaświły;200803;2;1;48.50;0;0;0;0;0;2;200803;2;Jaświły;17549;175;5035;29;481;1718;gw;53.417844,22.847914 53.591410,23.074086;53.504627,22.961
Wójt Gminy Krypno;200805;2;1;47.50;0;1;0;0;0;1;200805;2;Krypno;11231;112;4043;36;1172;1970;gw;53.213889,22.730759 53.331070,22.955159;53.2724795,22.842959
Wójt Gminy Trzcianne;200807;2;0;54.00;0;1;0;0;0;1;200807;2;Trzcianne;33187;332;4367;13;65;1891;gw;53.201364,22.430437 53.421304,22.780933;53.311334,22.605685
Wójt Gminy Milejczyce;201006;3;1;47.00;0;0;0;0;0;3;201006;2;Milejczyce;15145;151;1809;12;660;2282;gw;52.473485,23.002030 52.592768,23.314991;52.5331265,23.1585105
Burmistrz Drohiczyna;201002;3;0;49.67;0;0;0;0;0;3;201002;3;Drohiczyn;20796;208;6377;31;298;1410;gmw;52.366292,22.510110 52.555124,22.766179;52.460708,22.6381445
Burmistrz Miasta Siemiatycze;201001;2;0;37.50;0;1;0;0;0;1;201001;1;Siemiatycze;3625;36;14590;402;2116;534;gm;52.376375,22.821323 52.464737,22.929075;52.420556,22.875199
Wójt Gminy Grodzisk;201004;2;0;53.50;0;0;0;0;0;2;201004;2;Grodzisk;20305;203;4285;21;327;1915;gw;52.497476,22.636112 52.696873,22.885032;52.5971745,22.760572
Wójt Gminy Dziadkowice;201003;3;1;53.33;0;1;0;0;0;2;201003;2;Dziadkowice;11611;116;2805;24;1114;2211;gw;52.503065,22.799861 52.644703,23.021177;52.573884,22.910519
Burmistrz Stawisk;200605;3;1;42.67;1;1;0;0;0;1;200605;3;Stawiski;16555;166;6213;38;552;1443;gmw;53.284127,22.026009 53.444060,22.267000;53.3640935,22.1465045
Wójt Gminy Mielnik;201005;3;0;48.33;0;0;0;0;0;3;201005;2;Mielnik;19639;196;2408;12;366;2253;gw;52.279970,22.929500 52.421875,23.272095;52.3509225,23.1007975
Wójt Gminy Mały Płock;200604;3;0;47.67;0;1;0;0;0;2;200604;2;Mały Płock;13982;140;4854;35;789;1768;gw;53.239369,21.871687 53.372394,22.126193;53.3058815,21.99894
Wójt Gminy Perlejewo;201008;2;0;48.00;0;1;0;0;0;1;201008;2;Perlejewo;10654;107;2866;27;1283;2203;gw;52.517053,22.457845 52.629448,22.658441;52.5732505,22.558143
Wójt Gminy Turośl;200606;2;0;47.50;0;0;0;0;0;2;200606;2;Turośl;19879;199;5139;26;350;1697;gw;53.313057,21.592843 53.492757,21.834977;53.402907,21.71391
Wójt Gminy Nurzec-Stacja;201007;3;1;50.00;0;0;0;0;0;3;201007;2;Nurzec-Stacja;21490;215;3932;18;272;1998;gw;52.385405,22.954137 52.514479,23.313916;52.449942,23.1340265
Wójt Gminy Miastkowo;200703;3;0;56.33;0;1;0;0;0;2;200703;2;Miastkowo;11485;115;4257;37;1129;1924;gw;53.071672,21.693122 53.205396,21.925355;53.138534,21.8092385
Wójt Gminy Juchnowiec Kościelny;200205;4;0;49.75;0;1;0;0;0;3;200205;2;Juchnowiec Kościelny;17177;171;16058;93;500;466;gw;52.900734,23.065713 53.104964,23.244378;53.002849,23.1550455
Burmistrz Nowogrodu;200704;2;1;46.50;0;0;0;0;0;2;200704;3;Nowogród;10121;101;4062;40;1369;1965;gmw;53.158459,21.783580 53.281049,22.003331;53.219754,21.8934555
Wójt Gminy Dobrzyniewo Duże;200203;2;0;39.50;0;0;0;0;0;2;200203;2;Dobrzyniewo Duże;16113;161;9141;57;587;955;gw;53.155464,22.884517 53.307654,23.123342;53.231559,23.0039295
Wójt Gminy Piątnica;200705;4;0;50.50;1;1;0;0;0;2;200705;2;Piątnica;21906;220;10689;49;260;800;gw;53.120025,21.999477 53.311574,22.301084;53.2157995,22.1502805
Burmistrz Czarnej Białostockiej;200202;2;1;49.00;0;0;0;0;0;2;200202;3;Czarna Białostocka;20636;206;11490;56;308;738;gmw;53.247622,23.075961 53.384746,23.403731;53.316184,23.239846
Wójt Gminy Wizna;200708;3;0;42.33;0;1;0;0;0;2;200708;2;Wizna;13338;133;4098;31;866;1954;gw;53.109794,22.240994 53.270481,22.486329;53.1901375,22.3636615
Wójt Gminy Gródek;200204;2;0;58.50;0;0;0;0;0;2;200204;2;Gródek (c);42970;429;5278;12;16;1659;gw;52.996521,23.366714 53.216316,23.918259;53.1064185,23.6424865
Wójt Gminy Śniadowo;200707;4;0;50.00;1;0;0;0;0;3;200707;2;Śniadowo;16298;163;5364;33;570;1636;gw;52.978729,21.859065 53.153545,22.069279;53.066137,21.964172
Burmistrz Łap;200206;4;1;37.00;0;1;0;0;0;3;200206;3;Łapy;12765;128;22072;173;949;301;gmw;52.923215,22.761199 53.077921,22.962557;53.000568,22.861878
Wójt Gminy Zbójna;200709;2;1;57.00;0;1;0;0;0;1;200709;2;Zbójna;18580;186;4173;22;417;1937;gw;53.167619,21.622660 53.334995,21.896508;53.251307,21.759584
Burmistrz Michałowa;200207;5;0;46.80;0;0;0;0;0;5;200207;3;Michałowo;41002;409;6704;16;22;1341;gmw;52.902827,23.415390 53.146180,23.946270;53.0245035,23.68083
Wójt Gminy Przytuły;200706;3;0;46.67;0;1;0;0;0;2;200706;2;Przytuły;7115;71;2148;30;1832;2270;gw;53.331054,22.235331 53.437848,22.406372;53.384451,22.3208515
Wójt Gminy Poświętne;200208;2;0;63.00;0;0;0;0;0;2;200208;2;Poświętne;11458;115;3459;30;1135;2108;gw;52.849896,22.707689 52.965941,22.940117;52.9079185,22.823903
Wójt Gminy Łomża;200702;3;0;53.67;0;1;0;0;0;2;200702;2;Łomża;20695;207;10938;53;306;781;gw;53.040210,21.911452 53.249286,22.313943;53.144748,22.1126975
Burmistrz Tykocina;200212;3;1;46.67;0;0;0;0;0;3;200212;3;Tykocin;20737;207;6271;30;303;1432;gmw;53.113663,22.607960 53.277305,22.909109;53.195484,22.7585345
Burmistrz Supraśla;200209;3;1;47.00;0;0;0;0;0;3;200209;3;Supraśl;18856;189;15009;80;399;515;gmw;53.097463,23.220240 53.278717,23.512563;53.18809,23.3664015
Burmistrz Jedwabnego;200701;2;0;50.50;0;1;0;0;0;1;200701;3;Jedwabne;15921;159;5355;34;606;1640;gmw;53.236571,22.205227 53.353712,22.497933;53.2951415,22.35158
Wójt Gminy Zawady;200215;2;0;52.50;0;0;0;0;0;2;200215;2;Zawady;11214;112;2764;25;1176;2216;gw;53.094095,22.469074 53.220569,22.675205;53.157332,22.5721395
Burmistrz Wasilkowa;200213;3;0;48.00;0;0;0;0;0;3;200213;3;Wasilków;12712;127;16370;129;957;452;gmw;53.166588,23.081335 53.278264,23.336513;53.222426,23.208924
Burmistrz Moniek;200806;3;0;51.67;0;1;0;0;0;2;200806;3;Mońki;16155;162;15015;93;583;513;gmw;53.312474,22.600547 53.465326,22.927326;53.3889,22.7639365
Wójt Gminy Jasionówka;200802;4;1;48.00;1;1;0;0;0;2;200802;2;Jasionówka;9680;97;2817;29;1437;2210;gw;53.319621,22.927326 53.466316,23.132528;53.3929685,23.029927
Burmistrz Zabłudowa;200214;2;1;45.00;0;0;0;0;0;2;200214;3;Zabłudów;33974;340;9239;27;58;937;gmw;52.890925,23.198815 53.125577,23.503189;53.008251,23.351002
Wójt Gminy Turośń Kościelna;200211;2;0;56.50;0;0;0;0;0;2;200211;2;Turośń Kościelna;13990;140;6196;44;787;1446;gw;52.942535,22.896507 53.102230,23.121421;53.0223825,23.008964
Wójt Gminy  Radziłów;200403;2;0;44.00;1;0;0;0;0;1;200403;2;Radziłów;19954;200;4790;24;346;1783;gw;53.348591,22.284966 53.492893,22.622063;53.420742,22.4535145
Wójt Gminy Bielsk Podlaski;200303;3;1;50.33;1;1;0;0;0;1;200303;2;Bielsk Podlaski;42994;431;6732;16;15;1338;gw;52.659283,22.974498 52.913469,23.378667;52.786376,23.1765825
Burmistrz Suraża;200210;4;1;50.25;0;0;0;0;0;4;200210;3;Suraż;7661;77;1984;26;1751;2274;gmw;52.901397,22.896177 52.988527,23.115291;52.944962,23.005734
Burmistrz Szczuczyna;200405;1;0;41.00;0;0;0;0;0;1;200405;3;Szczuczyn;11560;116;6134;53;1123;1460;gmw;53.509982,22.135728 53.634076,22.445775;53.572029,22.2907515
Burmistrz Miasta Bielsk Podlaski;200301;5;2;42.00;0;1;0;1;0;3;200301;1;Bielsk Podlaski;2701;27;25611;948;2184;238;gm;52.728410,23.145216 52.799972,23.235287;52.764191,23.1902515
Wójt Gminy Czeremcha;200503;4;1;50.00;0;0;0;0;0;4;200503;2;Czeremcha (c);9682;97;3223;33;1436;2153;gw;52.426690,23.256856 52.565814,23.495584;52.496252,23.37622
Burmistrz Miasta Brańsk;200302;5;1;46.40;0;1;0;0;0;4;200302;1;Brańsk;3243;32;3785;117;2151;2041;gm;52.732009,22.785076 52.803502,22.911112;52.7677555,22.848094
Wójt Gminy Nowinka;200105;3;3;55.00;0;1;0;0;0;2;200105;2;Nowinka;20408;204;2924;14;320;2197;gw;53.863359,22.833195 54.024770,23.155499;53.9440645,22.994347
Burmistrz Miasta Hajnówka;200501;3;1;54.00;0;1;1;0;0;1;200501;1;Hajnówka;2129;21;20919;983;2221;323;gm;52.702160,23.529024 52.761816,23.623592;52.731988,23.576308
Wójt Gminy Rudka;200307;2;0;41.50;0;0;0;0;0;2;200307;2;Rudka;7029;70;1895;27;1846;2279;gw;52.674542,22.611474 52.758694,22.803951;52.716618,22.7077125
Wójt Gminy Bargłów Kościelny;200103;3;0;40.33;0;0;0;0;0;3;200103;2;Bargłów Kościelny;18781;188;5631;30;403;1567;gw;53.639620,22.696802 53.842272,22.943238;53.740946,22.82002
Wójt Gminy Białowieża;200502;3;0;45.33;0;0;0;0;0;3;200502;2;Białowieża (c);20314;203;2253;11;324;2267;gw;52.606522,23.716413 52.789200,23.938908;52.697861,23.8276605
Wójt Gminy Brańsk;200305;2;0;57.50;0;1;0;0;0;1;200305;2;Brańsk;22743;227;5837;26;236;1529;gw;52.640842,22.664262 52.858889,23.006648;52.7498655,22.835455
Burmistrz Miasta Augustowa;200101;5;0;55.20;0;1;1;0;0;3;200101;1;Augustów;8090;81;30270;374;1690;187;gm;53.805099,22.866640 53.884927,23.153197;53.845013,23.0099185
Wójt Gminy Dubicze Cerkiewne;200505;2;0;47.00;0;0;0;0;0;2;200505;2;Dubicze Cerkiewne;15144;151;1567;10;661;2289;gw;52.564594,23.355376 52.715987,23.622192;52.6402905,23.488784
Wójt Gminy Boćki;200304;2;1;34.00;0;1;0;0;0;1;200304;2;Boćki;23189;232;4363;19;224;1892;gw;52.565896,22.881215 52.717331,23.224617;52.6416135,23.052916
Wójt Gminy Augustów;200102;2;0;46.00;0;0;0;0;0;2;200102;2;Augustów;26661;267;6830;26;141;1315;gw;53.726634,22.746095 53.952790,23.152172;53.839712,22.9491335
Wójt Gminy Czyże;200504;1;0;48.00;0;0;0;0;0;1;200504;2;Czyże;13453;135;2034;15;847;2273;gw;52.685078,23.325850 52.888158,23.533810;52.786618,23.42983
Wójt Gminy Orla;200306;3;1;43.67;0;1;0;0;0;2;200306;2;Orla;15990;160;2770;17;595;2215;gw;52.588418,23.175527 52.755797,23.402482;52.6721075,23.2890045
Burmistrz Lipska;200104;2;1;55.00;0;1;0;0;0;1;200104;3;Lipsk;18421;184;5263;29;428;1662;gmw;53.691558,23.292985 53.829502,23.588702;53.76053,23.4408435
Wójt Gminy Hajnówka;200506;3;2;43.33;0;0;0;0;0;3;200506;2;Hajnówka;29293;293;3911;13;109;2006;gw;52.602313,23.414170 52.845011,23.718903;52.723662,23.5665365
Wójt Gminy Wyszki;200308;3;0;51.00;0;1;0;0;0;2;200308;2;Wyszki;20620;206;4434;22;310;1875;gw;52.749899,22.791908 52.926652,23.126295;52.8382755,22.9591015
Wójt Gminy Sztabin;200107;4;0;42.25;0;1;0;0;0;3;200107;2;Sztabin;36311;363;5148;14;41;1693;gw;53.570064,22.869788 53.856149,23.352403;53.7131065,23.1110955
Wójt Gminy Narewka;200509;2;0;51.00;0;0;0;0;0;2;200509;2;Narewka (c);33898;339;3710;11;59;2055;gw;52.753009,23.592244 52.946626,23.939565;52.8498175,23.7659045
Wójt Gminy Wąsosz;200406;1;0;65.00;0;0;0;0;0;1;200406;2;Wąsosz;11806;118;3685;31;1081;2062;gw;53.429269,22.230944 53.561777,22.475141;53.495523,22.3530425
Wójt Gminy Płaska;200106;1;0;56.00;0;0;0;0;0;1;200106;2;Płaska (c);37267;372;2603;7;35;2235;gw;53.773041,23.063453 53.959472,23.553631;53.8662565,23.308542
Burmistrz Kleszczel;200507;2;1;56.00;0;0;0;0;0;2;200507;3;Kleszczele;14289;143;2561;18;753;2238;gmw;52.531342,23.174813 52.659185,23.505734;52.5952635,23.3402735
Wójt Gminy Grajewo;200402;2;0;46.00;1;0;0;0;0;1;200402;2;Grajewo;30822;308;5851;19;90;1527;gw;53.465148,22.322677 53.698960,22.738192;53.582054,22.5304345
Burmistrz Choroszczy;200201;3;1;43.00;0;1;0;0;0;2;200201;3;Choroszcz;16379;164;14967;91;561;516;gmw;53.071230,22.802836 53.217211,23.116345;53.1442205,22.9595905
Wójt Gminy Narew;200508;2;1;59.00;0;0;0;0;0;2;200508;2;Narew;24151;242;3567;15;199;2089;gw;52.825859,23.330155 52.990209,23.665522;52.908034,23.4978385
