tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
R1;061111;3;SZERSZEŃ Kinga Stanisława;39;Wyższe ekonomiczne;Mysłów,;1085;45.53;-1;Druga tura
R1;061201;1;GŁUSIEC Anna;41;wyższe;Grądy,;240;8.16;-1;Nie
R1;061201;2;KOWALSKI Przemysław Michał;36;średnie;Godów,;804;27.35;-1;Druga tura
R1;061201;3;MAJEWSKI Jan Wincenty;75;wyższe;Ratoszyn Pierwszy,;1331;45.27;-1;Druga tura
R1;061201;4;RYBAK Beata Iwona;30;wyższe;Trzciniec,;565;19.22;-1;Nie
R1;061202;1;BĄSKA Tomasz Wiesław;47;średnie;Łopoczno,;224;7.90;-1;Nie
R1;061202;2;GUŚCIORA Urszula Elżbieta;35;wyższe;Dębniak,;305;10.76;-1;Nie
R1;061202;3;KAPICA Grzegorz;53;wyższe;Rybitwy,;1735;61.20;-1;Tak
R1;061202;4;PIOTROWSKI Dariusz Marek;41;wyższe;Wandalin,;571;20.14;-1;Nie
R1;061203;1;GOLISZEK Janusz Konrad;61;wyższe;Karczmiska Pierwsze,;1049;46.62;-1;Druga tura
R1;061203;2;ROGALA Jacek Andrzej;59;wyższe;Karczmiska Pierwsze,;436;19.38;-1;Nie
R1;061203;3;SZKLARZ Ryszard Piotr;52;wyższe;Opole Lubelskie,;765;34.00;-1;Druga tura
R1;061204;1;GRZĘDA Karol Andrzej;40;wyższe rolnicze;Kopanina Kamieńska,;915;44.70;-1;Druga tura
R1;061204;2;RADZIKOWSKI Roman Bartłomiej;67;wyższe;Łaziska,;777;37.96;-1;Druga tura
R1;061204;3;TERESIŃSKI Grzegorz;48;wyższe;Opole Lubelskie,;355;17.34;-1;Nie
R1;061205;1;PLIS Sławomir;40;wyższe;Kamionka,;3520;51.36;-1;Tak
R1;061205;2;WRÓBEL Dariusz Zygmunt;54;wyższe;Opole Lubelskie,;3333;48.64;-1;Nie
R1;061206;1;KARCZMARCZYK Paweł;41;wyższe;Spławy,;2871;48.15;-1;Druga tura
R1;061206;2;WOJCINOWICZ Andrzej;55;wyższe;Poniatowa,;444;7.45;-1;Nie
R1;061206;3;WYROŚLAK Zygmunt;58;wyższe;Poniatowa,;2648;44.41;-1;Druga tura
R1;061207;1;KOWALSKA Joanna Hanna;50;Wyższe;Zagłoba,;999;46.68;-1;Nie
R1;061207;2;KUŚ Daniel Tomasz;42;Wyższe;Machów,;1141;53.32;-1;Tak
R1;061301;1;FURMANIUK Łucja Janina;55;wyższe;Parczew,;364;19.07;-1;Nie
R1;061301;2;GRUDZIŃSKA-KONCZAL Elżbieta;42;wyższe;Kodeniec,;342;17.92;-1;Nie
R1;061301;3;KOZAK Radosław Mirosław;34;wyższe;Parczew,;529;27.71;-1;Druga tura
R1;061301;4;LAMCZYK Grażyna Bogumiła;65;wyższe;Parczew,;558;29.23;-1;Druga tura
R1;061301;5;PIETRUSZEWSKI Paweł;39;wyższe;Parczew,;116;6.08;-1;Nie
R1;061302;1;ŁOBEJKO Dariusz;42;Wyższe;Jabłoń,;1386;82.65%;291;Tak
R1;061303;1;KRĘPSKI Paweł;36;Wyższe;Kostry,;1309;87.50%;187;Tak
R1;061304;1;DOMAŃSKI Adam;43;wyższe;PARCZEW,;2668;42.81;-1;Nie
R1;061304;2;KĘDRACKI Paweł;47;wyższe;PARCZEW,;3564;57.19;-1;Tak
R1;061305;1;CHILCZUK Krzysztof Józef;56;wyższe;Podedwórze,;160;19.32;-1;Nie
R1;061305;2;MACKIEWICZ-DRĄG Monika;36;wyższe socjologiczne;Biała Podlaska,;489;59.06;-1;Tak
R1;061305;3;RUDKOWSKA Ewelina;34;wyższe;Opole,;179;21.62;-1;Nie
R1;061306;1;KANAK Tomasz Piotr;43;wyższe;Tulniki,;976;46.32;-1;Druga tura
R1;061306;2;KWAŚNIEWSKI Robert Krzysztof;46;wyższe;Siemień,;528;25.06;-1;Druga tura
R1;061306;3;ŁUKASIK Rafał Mirosław;31;wyższe;Juliopol,;370;17.56;-1;Nie
R1;061306;4;PACHUCKI Mateusz;25;wyższe magisterskie;Siemień,;233;11.06;-1;Nie
R1;061307;1;CZUBACKI Sławomir;50;wyższe;Nowy Orzechów,;468;32.91;-1;Druga tura
R1;061307;2;DERYŁO Kamil;30;wyższe;Sosnowica,;224;15.75;-1;Nie
R1;061307;3;SIWIK Krzysztof Waldemar;57;średnie;Sosnowica,;316;22.22;-1;Nie
R1;061307;4;WACHULIK Beata Lidia;53;wyższe;Sosnowica,;414;29.11;-1;Druga tura
R1;061401;1;CYTRYŃSKI Mariusz;52;Wyższe;Puławy,;2157;10.41;-1;Nie
R1;061401;2;GROBEL Janusz Marian;69;Wyższe;Puławy,;8077;39.00;-1;Druga tura
R1;061401;3;KRYGIER Bożena Anna;50;Wyższe;Puławy,;3709;17.91;-1;Nie
R1;061401;4;MAJ Paweł Mirosław;42;Wyższe;Puławy,;6769;32.68;-1;Druga tura
R1;061402;1;GAGOŚ Robert Wojciech;48;Wyższe;Baranów,;913;43.62;-1;Nie
R1;061402;2;GRZELAK Mirosław Roman;56;Średnie;Baranów,;1180;56.38;-1;Tak
R1;061403;1;GĘDEK Jan Jacek;52;wyższe;Janowiec,;1094;61.63;-1;Tak
R1;061403;2;TARŁOWSKA Małgorzata Aneta;43;Wyższe;Oblasy,;681;38.37;-1;Nie
R1;061404;1;GĘBAL Adam;62;wyższe;Parchatka,;179;5.76;-1;Nie
R1;061404;2;KUBIŚ Marek Janusz;56;wyższe;Wylągi,;525;16.91;-1;Nie
R1;061404;3;PISULA Andrzej;56;wyższe;Kazimierz Dolny,;841;27.09;-1;Druga tura
R1;061404;4;POMIANOWSKI Artur Paweł;42;wyższe;Bochotnica,;817;26.31;-1;Druga tura
R1;061404;5;WAWER Krzysztof Andrzej;35;wyższe;Kazimierz Dolny,;743;23.93;-1;Nie
R1;061405;1;GOŁĘBIOWSKI Stanisław;65;wyższe;Końskowola,;2152;53.24;-1;Tak
R1;061405;2;PRÓCHNIAK Janusz Jacek;41;średnie;Sielce, PiS;1890;46.76;-1;Nie
R1;061406;1;GAJDA GRZEGORZ;63;WYŻSZE;KURÓW,;1044;30.31;-1;Nie
R1;061406;2;MAŁECKI ARKADIUSZ;32;WYŻSZE;KURÓW,;1916;55.63;-1;Tak
R1;061406;3;PASTERNAK KAROL JAN;57;WYŻSZE;KURÓW,;484;14.05;-1;Nie
R1;061407;1;DĄBROWSKA Karolina;34;wyższe;Góry,;230;14.65;-1;Nie
R1;061407;2;ŁOWCZAK Sławomir;46;średnie;Markuszów,;404;25.73;-1;Druga tura
R1;061407;3;ŁUCZYWEK Leszek;47;wyższe;Zagrody,;431;27.45;-1;Druga tura
R1;061407;4;RUDYK Przemysław Piotr;32;wyższe;Markuszów,;136;8.66;-1;Nie
R1;061407;5;STASIAK Andrzej Piotr;45;średnie;Markuszów,;175;11.15;-1;Nie
R1;061407;6;STOLARZ Andrzej;34;wyższe;Bobowiska,;194;12.36;-1;Nie
R1;061408;1;ĆWIEK Andrzej Roman;57;wyższ;Nałęczów,;810;18.98;-1;Nie
R1;061408;2;JAROSIŃSKI Wiesław;51;wyższe techniczne;Nałęczów,;1364;31.96;-1;Druga tura
R1;061408;3;PARDYKA Wiesław Józef;41;wyższe;Sadurki,;1490;34.91;-1;Druga tura
R1;061408;4;TOMASIAK Piotr;42;średnie;Nałęczów,;562;13.17;-1;Nie
R1;061408;5;TRUMIŃSKI Wiesław;72;średnie;Nałęczów,;42;0.98;-1;Nie
R1;061409;1;BOCHRA Beata;49;Średnie;Sadłowice,;1986;38.75;-1;Nie
R1;061409;2;BRZEZIŃSKI Krzysztof Marek;56;Wyższe;Góra Puławska,;3139;61.25;-1;Tak
R1;061410;1;ŁAGUNA Marcin Augustyn;41;Wyższe;Wąwolnica,;1527;84.32%;284;Tak
R1;061411;1;BUJEK Andrzej;59;wyższe;Żyrzyn,;2093;69.58;-1;Tak
R1;061411;2;KAPUSTA-KAWKA Renata;49;wyższe;Kośmin,;915;30.42;-1;Nie
R1;061501;1;KOTWICA Lucjan Jan;57;Wyższe;Radzyń Podlaski,;1743;24.21;-1;Druga tura
R1;061501;2;KRUPSKA-GRUDZIEŃ Katarzyna;43;Wyższe;Radzyń Podlaski,;1536;21.34;-1;Nie
R1;061501;3;RĘBEK Jerzy;58;Wyższe;Radzyń Podlaski,;2960;41.12;-1;Druga tura
R1;061501;4;SKOCZYLAS Mariusz;48;Wyższe;Radzyń Podlaski,;960;13.34;-1;Nie
R1;061502;1;CZYŻAK Marcin;38;wyższe;Borki,;1272;42.08;-1;Druga tura
R1;061502;2;PASZKOWSKI Michał;36;wyższe ekonomiczne;Borki,;281;9.30;-1;Nie
R1;061502;3;SAŁATA Radosław Adam;38;wyższe;Stara Wieś,;1470;48.63;-1;Druga tura
R1;061503;1;FILIPEK Arkadiusz Tadeusz;46;wyższe;Czemierniki,;1097;50.25;-1;Tak
R1;061503;2;SOBIESZEK Kazimierz Włodzimierz;60;wyższe;Czemierniki,;1086;49.75;-1;Nie
R1;061504;1;ŁADNY Zbigniew;50;Wyższe;Kąkolewnica,;1526;38.27;-1;Druga tura
R1;061504;2;MAZUREK Karol Filip;32;Wyższe;Żakowola Stara,;1070;26.84;-1;Nie
R1;061504;3;MRÓZ Anna;43;Wyższe;Turów,;1221;30.62;-1;Druga tura
R1;061504;4;WOCH Marek Marian;39;Wyższe;Kąkolewnica,;170;4.26;-1;Nie
R1;061505;1;DEMIANIUK Ireneusz Stanisław;45;Wyższe;Komarówka Podlaska,;975;46.03;-1;Druga tura
R1;061505;2;DOMAŃSKI Grzegorz Feliks;47;Wyższe;Przegaliny Małe,;574;27.10;-1;Druga tura
R1;061505;3;WETOSZKA Bogdan Adam;46;Wyższe;Komarówka Podlaska,;569;26.86;-1;Nie
R1;061506;1;GROCHOWSKI Daniel;40;wyższe;Zabiele,;1079;28.13;-1;Druga tura
R1;061506;2;MAZUREK Wiesław Stanisław;50;wyższe;Bedlno,;1732;45.15;-1;Druga tura
R1;061506;3;SZCZEPANIUK Hubert;36;wyższe;Płudy,;504;13.14;-1;Nie
R1;061506;4;WALICKI Mirosław Ryszard;51;wyższe;Branica Radzyńska - Kolonia,;521;13.58;-1;Nie
R1;061507;1;KOCZKODAJ Jarosław Waldemar;49;wyższe;Sętki,;2042;66.11;-1;Tak
R1;061507;2;ŁASKI Jan Stanisław;63;średnie;Ulan-Majorat,;1047;33.89;-1;Nie
R1;061508;1;JURKIEWICZ Tomasz Paweł;42;wyższe;Radzyń Podlaski,;1458;53.27;-1;Tak
R1;061508;2;KRATIUK Marek;58;wyższe;Wohyń,;1149;41.98;-1;Nie
R1;061508;3;OSIPIK Stanisław;73;wyższe;Branica Suchowolska,;130;4.75;-1;Nie
R1;061601;1;BYTNIEWSKI Roman Dariusz;54;wyższe;Dęblin,;1779;25.26;-1;Druga tura
R1;061601;2;KOPEĆ Kamil;35;wyższe;Dęblin,;1125;15.98;-1;Nie
R1;061601;3;SIEDLECKA Beata;53;wyższe prawnicze;Dęblin,;2833;40.23;-1;Druga tura
R1;061601;4;WŁODARCZYK Stanisław;58;wyższe;Dęblin,;1305;18.53;-1;Nie
R1;061602;1;KANIA Paweł Wojciech;43;wyższe;Stare Zadybie,;1321;38.45;-1;Nie
R1;061602;2;STEFANOWSKI Zenon Mirosław;48;wyższe;Wola Zadybska,;2115;61.55;-1;Tak
R1;061603;1;KONOPKA Janusz Stanisław;57;Średnie;Jakubówka,;626;33.75;-1;Nie
R1;061603;2;PIOTROWSKI RYSZARD;51;Wyższe;Nowodwór,;1229;66.25;-1;Tak
R1;061604;1;GĄSKA Jerzy;53;wyższe;Ryki,;2248;23.69;-1;Druga tura
R1;061604;2;MARKIEWICZ Jarosław Szczepan;46;wyższe magisterskie;Leopoldów,;530;5.59;-1;Nie
R1;061604;3;SZLENDAK Jarosław;39;wyższe;Zalesie,;1112;11.72;-1;Nie
R1;061604;4;WESOŁEK Dorota Hanna;51;wyższe;Stary Bazanów,;976;10.29;-1;Nie
R1;061604;5;ŻACZEK Jarosław;51;wyższe;Stara Dąbia,;4623;48.72;-1;Druga tura
R1;061605;1;CHLAŚCIAK Zbigniew Witold;63;wyższe;Stężyca,;1335;71.01%;545;Tak
R1;061606;1;KAWKA Agnieszka Monika;41;Wyższe;Żabianka,;268;15.41;-1;Nie
R1;061606;2;KRÓLIK Aneta;42;Wyższe;Ryki,;179;10.29;-1;Nie
R1;061606;3;PAWLAK Barbara;52;Wyższe;Ułęż,;590;33.93;-1;Druga tura
R1;061606;4;STOŃ Daniel Jacek;41;Średnie;Sarny,;203;11.67;-1;Nie
R1;061606;5;SZEWCZYK Tadeusz Stefan;65;Wyższe;Sobieszyn,;145;8.34;-1;Nie
R1;061606;6;WAWEREK Damian;26;Wyższe;Korzeniów,;354;20.36;-1;Druga tura
R1;061701;1;BIAŁOWĄS Waldemar Franciszek;60;Wyższe;Świdnik,;3904;24.70;-1;Nie
R1;061701;2;JAKSON Waldemar;62;Wyższe;Świdnik,;8625;54.57;-1;Tak
R1;061701;3;WILK Mariusz;44;Wyższe;Świdnik,;3277;20.73;-1;Nie
R1;061702;1;KORBUS-KRÓL Elżbieta Konstancja;48;wyższe;Krępiec, NSZZ Solidarność Region Środkowo-Wschodni;403;9.04;-1;Nie
R1;061702;2;PODLODOWSKI Ryszard;51;wyższe;Mełgiew,;1114;24.99;-1;Druga tura
R1;061702;3;WÓJCIK Magdalena;35;wyższe;Dominów,;2052;46.03;-1;Druga tura
R1;061702;4;ZDUN Michał;41;wyższe;Krępiec,;889;19.94;-1;Nie
R1;061703;1;CHOLEWA Michał Tomasz;40;Wyższe magisterskie;Żegotów,;2967;67.37;-1;Tak
R1;061703;2;SZAŁACHWIEJ Ewa;38;Wyższe;Krasnystaw,;1437;32.63;-1;Nie
R1;061704;1;CICHOSZ Sławomir;38;WYŻSZE;Bazar,;273;17.43;-1;Nie
R1;061704;2;KWIATOSZ Mirosław Zbigniew;51;Wyższe;Rybczewice Pierwsze,;404;25.80;-1;Nie
R1;061704;3;MASICZ Elżbieta Krystyna;56;WYŻSZE;Stryjno Pierwsze,;889;56.77;-1;Tak
R1;061705;1;BAJ Damian Daniel;44;wyższe;Biskupice,;1452;40.63;-1;Druga tura
R1;061705;2;DUMAŁA-PALUS Marta;39;wyższe;Trawniki - Kolonia,;274;7.67;-1;Nie
R1;061705;3;KRASOWSKI Krzysztof;51;wyższe;Siostrzytów,;192;5.37;-1;Nie
R1;061705;4;MAZIARZ Renata Stanisława;61;wyższe;Trawniki,;740;20.71;-1;Nie
R1;061705;5;TARCZYLUK Konrad Piotr;35;wyższe;Trawniki,;916;25.63;-1;Druga tura
R1;061801;1;CICHOCKI Mariusz;44;wyższe;Tomaszów Lubelski,;1427;17.39;-1;Nie
R1;061801;2;GALANT Leszek Marek;56;wyższe;Tomaszów Lubelski,;830;10.11;-1;Nie
R1;061801;3;SOBCZUK Ryszard Andrzej;60;wyższe;Tomaszów Lubelski,;773;9.42;-1;Nie
R1;061801;4;ŻUKOWSKI Wojciech Sławomir;54;wyższe;Tomaszów Lubelski,;5177;63.08;-1;Tak
R1;061802;1;ADAMEK Andrzej;58;wyższe;Szalenik-Kolonia,;846;51.21;-1;Tak
R1;061802;2;JAROSZ Maria;58;wyższe;Bełżec,;806;48.79;-1;Nie
R1;061803;1;BUDA Przemysław Tomasz;25;Wyższe;Jarczów,;188;11.42;-1;Nie
R1;061803;2;CZOP Dariusz;52;Wyższe;Jarczów,;476;28.92;-1;Druga tura
R1;061803;3;TYRKA Tomasz Arkadiusz;43;Wyższe;Jarczów,;733;44.53;-1;Druga tura
R1;061803;4;ZAWIŚLAK Jerzy;62;Wyższe;Plebanka,;249;15.13;-1;Nie
R1;061804;1;BAŁABUCH Janusz;46;wyższe;Budy,;633;39.96;-1;Druga tura
R1;061804;2;JANUS Jacek Franciszek;58;wyższe;Dzierążnia,;168;10.61;-1;Nie
R1;061804;3;WIŚNIEWSKI Jacek Dariusz;51;Wyższe;Krynice, PiS;783;49.43;-1;Druga tura
R1;061805;1;BOROWIEC Paweł Krzysztof;46;średnie;Lubycza Królewska,;540;22.66;-1;Nie
R1;061805;2;BUNDYRA Piotr Jerzy;43;wyższe;Lubycza Królewska,;186;7.81;-1;Nie
R1;061805;3;LESZCZYŃSKI Tomasz Grzegorz;41;wyższe;Lubycza Królewska,;547;22.95;-1;Druga tura
R1;061805;4;ŁUSZCZYŃSKI Marek Tadeusz;49;wyższe;Siedliska,;813;34.12;-1;Druga tura
R1;061805;5;TRZECIAK Dariusz;57;wyższe;Lubycza Królewska,;297;12.46;-1;Nie
R1;061806;1;GIRGIEL Cezary Marian;53;Wyższe;Łaszczów,;811;29.81;-1;Druga tura
R1;061806;2;PIETRASZ Aleksandra;32;wyższe;Ratyczów,;1125;41.35;-1;Druga tura
R1;061806;3;TYMBEL Franciszek;51;wyższe rolnicze;Łaszczów,;285;10.47;-1;Nie
R1;061806;4;WOCH Józef;56;średnie;Łaszczów,;500;18.38;-1;Nie
R1;061807;1;MIEDZIAK Roman;54;Wyższe;Werechanie,;1296;56.20;-1;Tak
R1;061807;2;STANIBUŁA Tadeusz Józef;62;Wyższe;Józefówka,;1010;43.80;-1;Nie
R1;061808;1;KAWA Franciszek Wiesław;61;wyższe;Zamość, Prawo i Sprawiedliwość;808;23.56;-1;Nie
R1;061808;2;MANDZIUK Bogusława Ewa;55;wyższe;Wólka Łosiniecka,;367;10.70;-1;Nie
R1;061808;3;NAKLICKI Zbigniew;59;średnie;Rybnica,;2255;65.74;-1;Tak
R1;061809;1;PASIECZNY Piotr;56;wyższe;Niemirówek-Kolonia, Prawo i Sprawiedliwość;1082;79.09%;286;Tak
R1;061810;1;KOZŁOWSKI Dariusz;40;Wyższe;Tomaszów Lubelski,;923;48.99;-1;Druga tura
R1;061810;2;SKWAREK Dariusz Stanisław;51;Średnie;Nowosiółki,;173;9.18;-1;Nie
R1;061810;3;STĄSIEK-WITKOWSKA Elżbieta Irena;60;Wyższe;Nowosiółki,;613;32.54;-1;Druga tura
R1;061810;4;SUSKI Edward;64;średnie;Telatyn,;175;9.29;-1;Nie
R1;061811;1;CZUBAJ-GANCARZ Marzena Dorota;47;wyższe;Łaszczówka,;2538;50.49;-1;Tak
R1;061811;2;JAREMKO Krzysztof Eugeniusz;37;wyższe;Tomaszów Lubelski,;349;6.94;-1;Nie
R1;061811;3;MISZCZYSZYN Bogdan Mieczysław;58;średnie techniczne;Tomaszów Lubelski,;35;0.70;-1;Nie
R1;061811;4;PITURA Witold Andrzej;35;wyższe;Szarowola,;2105;41.87;-1;Nie
R1;061812;1;BONDYRA Stanisław Tomasz;39;Wyższe;Przewale,;680;25.17;-1;Nie
R1;061812;2;PODGÓRSKI Andrzej Kazimierz;43;Wyższe;Tyszowce,;930;34.42;-1;Druga tura
R1;061812;3;RUTKOWSKI Wojciech Piotr;54;Średnie;Zamość,;151;5.59;-1;Nie
R1;061812;4;ZAJĄC Mariusz Marian;52;Wyższe;Soból,;941;34.83;-1;Druga tura
R1;061813;1;KŁĘBEK Łukasz Daniel;41;Wyższe;Rzeplin,;1001;51.52;-1;Tak
R1;061813;2;SKORNIEWSKI Mariusz Michał;45;Wyższe;Zamość,;846;43.54;-1;Nie
R1;061813;3;ZYZA Antoni Feliks;54;Średnie;Łubcze,;96;4.94;-1;Nie
R1;061901;1;MUSZYŃSKI Wiesław Stefan;40;wyższe;WŁODAWA,;3260;59.88;-1;Tak
R1;061901;2;ODYNIEC Andrzej Stanisław;50;wyższe;WŁODAWA,;1358;24.94;-1;Nie
R1;061901;3;WRZESIEŃ Jerzy;55;wyższe;Włodawa,;826;15.17;-1;Nie
R1;061902;1;CZYŻ Stanisław;58;wyższe;Zaświatycze,;568;36.34;-1;Nie
R1;061902;2;KOWALIK Grażyna Stanisława;59;wyższe;Holeszów,;995;63.66;-1;Tak
R1;061903;1;KAZANECKI Piotr;45;wyższe;Dubeczno,;808;49.15;-1;Nie
R1;061903;2;KOPIENIAK Marek Krzysztof;57;wyższe;Hańsk Pierwszy,;836;50.85;-1;Tak
R1;061904;1;FOX-HULME Anna;39;Wyższe;Nowy Brus,;467;41.77;-1;Druga tura
R1;061904;2;KOŁTUN Paweł Nikodem;39;Wyższe;Stary Brus,;532;47.58;-1;Druga tura
R1;061904;3;USOWICZ Piotr;67;Wyższe;Włodawa,;119;10.64;-1;Nie
R1;061905;1;ANTONIUK Tomasz Andrzej;39;wyższe;Wereszczyn,;1372;66.12;-1;Tak
R1;061905;2;GRZYWACZEWSKA Kamila;38;wyższe;Przymiarki,;703;33.88;-1;Nie
R1;061906;1;RABCZEWSKI Andrzej Stanisław;51;wyższe;Suszno,;602;23.05;-1;Nie
R1;061906;2;RUSIŃSKI Andrzej;42;średnie;Korolówka Kolonia, Prawo i Sprawiedliwość;847;32.43;-1;Druga tura
R1;061906;3;SEMENIUK Dariusz Józef;53;wyższe;Włodawa,;1163;44.53;-1;Druga tura
R1;061907;1;KUCZYŃSKA-JUREK Beata Monika;34;Wyższe;Uhrusk,;702;45.88;-1;Nie
R1;061907;2;ŁUKASIK Jan Władysław;63;Wyższe;Wola Uhruska,;828;54.12;-1;Tak
R1;061908;1;ĆWIRTA Andrzej Grzegorz;43;wyższe;Adampol,;521;40.36;-1;Nie
R1;061908;2;TORBICZ Mirosław;44;wyższe;Wyryki-Adampol, Prawo i Sprawiedliwość;770;59.64;-1;Tak
R1;062001;1;SZYKUŁA Dariusz;49;wyższe;Jacnia,;1447;57.97;-1;Tak
R1;062001;2;TETERYCZ Jan Krzysztof;59;zawodowe;Suchowola, Prawo i Sprawiedliwość;893;35.78;-1;Nie
R1;062001;3;WINIARSKI Zbigniew;62;wyższe;Lublin,;156;6.25;-1;Nie
R1;062002;1;GĄSKA Marek Józef;56;wyższe humanistyczne;Grabowiec,;232;12.80;-1;Nie
R1;062002;2;POPEK Bartosz Jerzy;47;wyższe;Wólka Tuczępska,;532;29.34;-1;Druga tura
R1;062002;3;RACHAŃSKA Agnieszka;40;wyższe;Grabowiec, Prawo i Sprawiedliwość;587;32.38;-1;Druga tura
R1;062002;4;STANIBUŁA Ryszard Zbigniew;67;wyższe;Grabowiec,;462;25.48;-1;Nie
R1;062003;1;MARUCHA Witold Piotr;34;wyższe;Śniatycze,;1023;38.94;-1;Nie
R1;062003;2;SIEŃKOWSKA Wiesława Antonina;56;wyższe;Komarów-Osada,;1604;61.06;-1;Tak
R1;062004;1;CZAPLA Andrzej;55;Wyższe;Krasnobród,;527;15.23;-1;Nie
R1;062004;2;MISZTAL Kazimierz Jan;51;średnie;Krasnobród, Prawo i Sprawiedliwość;1362;39.35;-1;Druga tura
R1;062004;3;RADLIŃSKI Sławomir Mieczysław;54;Wyższe;Krasnobród,;383;11.07;-1;Nie
R1;062004;4;SKÓRA Tomasz;38;wyższe ekonomiczne;Zielone,;1189;34.35;-1;Druga tura
R1;062005;1;BOBCZUK Artur;32;wyższe;Barchaczów,;46;1.54;-1;Nie
R1;062005;2;BODYS Elżbieta;55;wyższe;Wólka Łabuńska,;399;13.34;-1;Nie
R1;062005;3;HARASIUK Wojciech;41;wyższe;Bródek,;300;10.03;-1;Nie
R1;062005;4;KUKIEŁKA Mariusz;38;wyższe;Łabunie,;944;31.55;-1;Druga tura
R1;062005;5;TURCZYN Antoni Wojciech;59;wyższe;Łabuńki Pierwsze,;1303;43.55;-1;Druga tura
R1;062006;1;BOROWSKI Ryszard;60;wyższe;Ministrówka,;1318;60.74;-1;Tak
R1;062006;2;WOŹNICA Włodzimierz Piotr;41;Średnie;Miączyn,;852;39.26;-1;Nie
R1;062007;1;PAUL Sebastian Michał;28;Wyższe;Zarudzie,;1357;48.69;-1;Nie
R1;062007;2;WAL Adam;46;Wyższe;Nielisz,;1430;51.31;-1;Tak
R1;062008;1;ŁAPIŃSKA Jolanta Anna;56;wyższe;Mokrelipie,;486;18.95;-1;Nie
R1;062008;2;PLEWA Sebastian;39;wyższe;Zamość,;708;27.60;-1;Nie
R1;062008;3;SZUPER Marian;53;wyższe;Hedwiżyn,;1371;53.45;-1;Tak
R1;062009;1;BERNAT Marian Tadeusz;64;Wyższe;Horyszów-Stara Kolonia,;1281;45.43;-1;Druga tura
R1;062009;2;BIŁANT Tomasz;40;Wyższe;Stabrów,;513;18.19;-1;Nie
R1;062009;3;SEŃ Krzysztof Zenon;41;Wyższe;Kolonia Sitno,;1026;36.38;-1;Druga tura
R1;062010;1;ŁĘCKI Kamil Piotr;35;wyższe;Sady, Prawo i Sprawiedliwość;985;39.56;-1;Nie
R1;062010;2;SOKAL Stanisław;49;wyższe;Podhuszczka,;1505;60.44;-1;Tak
R1;062011;1;RACZYŃSKI Waldemar;61;Wyższe;Krasne,;1645;66.41;-1;Tak
R1;062011;2;SAŁAMACHA Tadeusz Leon;45;Wyższe;Chomęciska Małe,;832;33.59;-1;Nie
R1;062012;1;BULAK Leon;60;średnie;Sułówek,;1361;62.32;-1;Tak
R1;062012;2;ŁAPA Janusz Tadeusz;58;średnie techniczne;Źrebce,;244;11.17;-1;Nie
R1;062012;3;PAŃCZYK Tomasz Józef;61;średnie;Michalów,;579;26.51;-1;Nie
R1;062013;1;MATEJ Henryk Stanisław;59;wyższe;Szczebrzeszyn,;2284;51.74;-1;Tak
R1;062013;2;RUGAŁA Grzegorz Marcin;33;wyższe;Szczebrzeszyn,;361;8.18;-1;Nie
R1;062013;3;ŚWIERGOŃ Wojciech Kazimierz;58;wyższe;Bodaczów,;1769;40.08;-1;Nie
R1;062014;1;GLIWIŃSKI Ryszard Mieczysław;60;wyższe;Bortatycze,;6028;63.35;-1;Tak
R1;062014;2;MAŁECKI Konrad Mariusz;40;wyższe;Zawada,;3488;36.65;-1;Nie
R1;062015;1;KOLMAN Urszula Anna;58;Wyższe;Zwierzyniec,;1461;52.14;-1;Tak
R1;062015;2;PALUCH Jacek Zdzisław;59;Wyższe;Zwierzyniec,;1341;47.86;-1;Nie
R1;066101;1;BRONIEWICZ Bogusław;55;Wyższe;Biała Podlaska,;2739;11.56;-1;Nie
R1;066101;2;CZAPSKI Andrzej Antoni;64;wyższe;Biała Podlaska,;2835;11.96;-1;Nie
R1;066101;3;LITWINIUK Michał Piotr;41;Wyższe;Biała Podlaska,;7691;32.45;-1;Druga tura
R1;066101;4;STEFANIUK Dariusz Paweł;37;Wyższe;Biała Podlaska,;10436;44.03;-1;Druga tura
R1;066201;1;BANASZEK Jakub Michał;27;wyższe;Chełm,;9155;36.73;-1;Druga tura
R1;066201;2;BIAŁAS Paweł;36;wyższe;Chełm,;834;3.35;-1;Nie
R1;066201;3;FISZ Agata;45;wyższe;Chełm, SLD;10839;43.49;-1;Druga tura
R1;066201;4;GRABCZUK Dariusz;49;wyższe;Chełm,;2734;10.97;-1;Nie
R1;066201;5;MANASTERSKA - RASZKA Justyna Maria;36;wyższe;Chełm,;1360;5.46;-1;Nie
R1;066301;1;DŁUGOSZ Magdalena Anna;37;wyższe;Lublin,;2143;1.49;-1;Nie
R1;066301;2;KOWALSKI Marian Janusz;54;podstawowe;Lublin,;1929;1.34;-1;Nie
R1;066301;3;KULESZA Jakub;27;wyższe;Puławy,;4290;2.99;-1;Nie
R1;066301;4;KUNC Joanna;42;wyższe;Świdnik,;532;0.37;-1;Nie
R1;066301;5;TUŁAJEW Sylwester Karol;36;wyższe;Lublin,;45202;31.48;-1;Nie
R1;066301;6;ŻUK Krzysztof Jan;61;wyższe ekonomiczne;Lublin,;89488;62.32;-1;Tak
R1;066401;1;ĆWIK Sławomir;46;Wyższe;Zamość,;4306;17.82;-1;Nie
R1;066401;2;PFEIFER Marta Joanna;53;Wyższe;Zamość,;4680;19.37;-1;Nie
