urzad;razem;kobietyP;wiek;PSL;PiS;PO;SLD;PP;NP;teryt;xteryt;name;areaH;popThs;popKm;rankP;type;bb;center
Wójt Gminy Łubniany;2;0.00;48.50;0;0;0;0;0;2;160905;2;Łubniany;12605.0;9769.0;78;890;gw;50.700229,17.891905 50.867569,18.146728;50.783899,18.0193165
Wójt Gminy Bierawa;1;0.00;43.00;0;0;0;0;0;1;160302;2;Bierawa;11856.0;7929.0;67;1125;gw;50.220359,18.176145 50.340290,18.427836;50.2803245,18.3019905
Burmistrz Niemodlina;4;25.00;49.00;1;1;0;1;0;1;160907;3;Niemodlin;18314.0;13305.0;73;602;gmw;50.577670,17.466235 50.732149,17.720152;50.6549095,17.5931935
Wójt Gminy Pawłowiczki;1;0.00;48.00;0;0;0;0;0;1;160304;2;Pawłowiczki;15353.0;7609.0;50;1177;gw;50.170900,17.911335 50.326106,18.113820;50.248503,18.0125775
Wójt Gminy Reńska Wieś;4;0.00;43.50;0;0;0;0;1;3;160306;2;Reńska Wieś;9813.0;8229.0;84;1076;gw;50.262816,18.028344 50.420500,18.178964;50.341658,18.103654
Burmistrz Gogolina;2;0.00;43.50;0;0;0;0;0;2;160501;3;Gogolin;10057.0;12544.0;125;658;gmw;50.436385,17.944992 50.562256,18.118010;50.4993205,18.031501
Wójt Gminy Branice;2;0.00;36.00;0;1;0;0;0;1;160202;2;Branice;12163.0;6601.0;54;1358;gw;49.972490,17.729240 50.140438,17.899093;50.056464,17.8141665
Wójt Gminy Pokój;2;50.00;60.50;0;1;0;0;0;1;160603;2;Pokój;13291.0;5272.0;40;1660;gw;50.837918,17.735407 50.990018,18.011709;50.913968,17.873558
Burmistrz Zdzieszowic;2;50.00;45.50;0;0;0;0;0;2;160505;3;Zdzieszowice;5744.0;15889.0;277;480;gmw;50.370530,18.020954 50.491175,18.163368;50.4308525,18.092161
Burmistrz Gminy Baborów;3;66.67;41.67;0;0;0;0;0;3;160201;3;Baborów;11703.0;6038.0;52;1481;gmw;50.089826,17.885433 50.218872,18.072638;50.154349,17.9790355
Burmistrz Namysłowa;4;0.00;50.75;0;1;1;0;0;2;160602;3;Namysłów;29015.0;25936.0;89;231;gmw;50.973320,17.514296 51.194600,17.882778;51.08396,17.698537
Wójt Gminy Strzeleczki;2;0.00;42.50;0;0;0;0;0;2;160503;2;Strzeleczki;11737.0;7434.0;63;1209;gw;50.396618,17.751523 50.530175,17.941709;50.4633965,17.846616
Burmistrz Głubczyc;3;33.33;52.00;0;1;0;0;0;2;160203;3;Głubczyce;29434.0;22527.0;77;287;gmw;50.097162,17.592686 50.324424,17.932222;50.210793,17.762454
Wójt Gminy Świerczów;4;50.00;45.00;0;0;0;1;0;3;160604;2;Świerczów;11035.0;3378.0;31;2125;gw;50.906993,17.654718 51.013514,17.916200;50.9602535,17.785459
Burmistrz Krapkowic;2;0.00;47.00;0;0;0;0;0;2;160502;3;Krapkowice;9731.0;22866.0;235;282;gmw;50.373479,17.871640 50.551778,18.041720;50.4626285,17.95668
Burmistrz Kietrza;3;33.33;47.33;0;0;0;0;0;3;160204;3;Kietrz;13963.0;11043.0;79;771;gmw;49.976690,17.836910 50.143907,18.059209;50.0602985,17.9480595
Burmistrz Otmuchowa;3;0.00;54.33;0;1;0;0;0;2;160706;3;Otmuchów;18740.0;13634.0;73;585;gmw;50.341808,17.049110 50.542494,17.296873;50.442151,17.1729915
Wójt Gminy Kamiennik;3;33.33;54.00;0;0;0;0;0;3;160702;2;Kamiennik;8937.0;3523.0;39;2096;gw;50.515238,17.061310 50.616340,17.244591;50.565789,17.1529505
Wójt Gminy Wilków;2;50.00;57.50;0;0;0;0;0;2;160605;2;Wilków;10074.0;4456.0;44;1867;gw;51.067087,17.544747 51.190520,17.740582;51.1288035,17.6426645
Burmistrz Głuchołaz;4;25.00;51.25;0;1;1;1;0;1;160701;3;Głuchołazy;16807.0;23962.0;143;264;gmw;50.251621,17.232262 50.411405,17.504836;50.331513,17.368549
Wójt Gminy Domaszowice;2;50.00;53.00;0;1;0;1;0;0;160601;2;Domaszowice;11403.0;3635.0;32;2079;gw;50.978749,17.771792 51.113980,17.952639;51.0463645,17.8622155
Wójt Gminy Łambinowice;1;0.00;56.00;0;0;0;0;0;1;160704;2;Łambinowice;12395.0;7602.0;61;1179;gw;50.468228,17.431636 50.600594,17.658545;50.534411,17.5450905
Burmistrz Korfantowa;1;0.00;53.00;0;0;0;0;0;1;160703;3;Korfantów;17953.0;8978.0;50;978;gmw;50.394262,17.456028 50.575709,17.763026;50.4849855,17.609527
Burmistrz Nysy;5;20.00;39.80;0;1;1;0;0;3;160705;3;Nysa;21767.0;57579.0;265;79;gmw;50.381150,17.214431 50.533530,17.484824;50.45734,17.3496275
Wójt Gminy Pakosławice;3;0.00;35.67;0;1;0;0;0;2;160708;2;Pakosławice;7405.0;3542.0;48;2093;gw;50.508190,17.213579 50.585822,17.441039;50.547006,17.327309
Burmistrz Gminy Paczków;2;50.00;41.00;0;0;0;0;0;2;160707;3;Paczków;7998.0;12770.0;160;642;gmw;50.401996,16.908078 50.488689,17.160718;50.4453425,17.034398
Wójt Gminy Skoroszyce;3;66.67;47.00;0;1;0;0;0;2;160709;2;Skoroszyce;10386.0;6229.0;60;1440;gw;50.547358,17.270327 50.669456,17.479883;50.608407,17.375105
Wójt Gminy Chrząstowice;1;0.00;57.00;0;0;0;0;0;1;160901;2;Chrząstowice;8235.0;6917.0;84;1295;gw;50.609215,17.991726 50.704350,18.191129;50.6567825,18.0914275
Burmistrz Miasta Kluczborka;2;0.00;57.00;0;0;0;0;0;2;160402;3;Kluczbork;21696.0;36116.0;166;146;gmw;50.893801,18.061414 51.060614,18.380633;50.9772075,18.2210235
Burmistrz Byczyny;3;33.33;50.00;1;0;0;0;0;2;160401;3;Byczyna;18294.0;9424.0;52;919;gmw;51.037494,18.068002 51.174712,18.348055;51.106103,18.2080285
Wójt Gminy Lasowice Wielkie;2;0.00;49.00;0;0;0;0;0;2;160403;2;Lasowice Wielkie;21104.0;6901.0;33;1301;gw;50.796834,18.092351 50.965553,18.360116;50.8811935,18.2262335
Burmistrz Wołczyna;2;0.00;48.00;0;0;0;0;0;2;160404;3;Wołczyn;24097.0;13748.0;57;578;gmw;50.937994,17.924207 51.144738,18.189825;51.041366,18.057016
Burmistrz Prószkowa;2;50.00;57.50;0;0;0;0;0;2;160910;3;Prószków;11826.0;9066.0;77;964;gmw;50.501672,17.748132 50.642532,17.972306;50.572102,17.860219
Wójt Gminy Komprachcice;1;0.00;47.00;0;0;0;0;0;1;160904;2;Komprachcice;5059.0;9064.0;179;965;gw;50.582488,17.735735 50.670557,17.876540;50.6265225,17.8061375
Wójt Gminy Dobrzeń Wielki;3;0.00;56.67;0;0;0;0;0;3;160903;2;Dobrzeń Wielki;6347.0;9410.0;148;921;gw;50.737305,17.768842 50.839428,17.928725;50.7883665,17.8487835
Wójt Gminy Dąbrowa;2;50.00;47.50;0;0;0;0;0;2;160902;2;Dąbrowa;11411.0;8213.0;72;1080;gw;50.631494,17.657516 50.776098,17.880639;50.703796,17.7690775
Wójt Gminy Bircza;4;0.00;45.25;0;1;0;0;0;3;181301;2;Bircza;25405.0;6656.0;26;1352;gw;49.588332,22.253640 49.772103,22.585022;49.6802175,22.419331
Wójt Gminy Dubiecko;5;0.00;50.20;0;1;0;0;0;4;181302;2;Dubiecko;15425.0;9277.0;60;936;gw;49.732558,22.294739 49.890843,22.470628;49.8117005,22.3826835
Wójt Gminy Wiśniowa;2;0.00;51.00;0;1;0;0;0;1;181905;2;Wiśniowa;8338.0;8122.0;97;1095;gw;49.816313,21.541482 49.932289,21.730761;49.874301,21.6361215
Wójt Gminy Żurawica;3;0.00;41.67;0;1;0;0;0;2;181310;2;Żurawica;9579.0;12964.0;135;629;gw;49.791889,22.594219 49.903950,22.922128;49.8479195,22.7581735
Wójt Gminy Gorzyce;2;50.00;46.00;1;1;0;0;0;0;182002;2;Gorzyce;6890.0;13292.0;193;606;gw;50.598103,21.772393 50.739241,21.883910;50.668672,21.8281515
Wójt Gminy Medyka;1;0.00;61.00;0;1;0;0;0;0;181306;2;Medyka (c);6062.0;6554.0;108;1369;gw;49.736394,22.834369 49.867464,22.987732;49.801929,22.9110505
Burmistrz Miasta i Gminy Baranów Sandomierski;2;0.00;39.50;0;1;0;0;0;1;182001;3;Baranów Sandomierski;12155.0;11980.0;99;695;gmw;50.386067,21.482107 50.520816,21.690540;50.4534415,21.5863235
Wójt Gminy Krasiczyn;3;0.00;50.00;0;1;0;0;0;2;181304;2;Krasiczyn;12436.0;5135.0;41;1699;gw;49.682066,22.533451 49.824400,22.737356;49.753233,22.6354035
Wójt Gminy Grębów;3;66.67;52.33;0;1;0;0;0;2;182003;2;Grębów;18720.0;9926.0;53;870;gw;50.472885,21.711457 50.626050,21.990499;50.5494675,21.850978
Wójt Gminy Krzywcza;2;0.00;56.50;0;1;0;0;0;1;181305;2;Krzywcza;9495.0;4924.0;52;1748;gw;49.721089,22.418133 49.849104,22.606907;49.7850965,22.51252
Burmistrz Miasta i Gminy Nowa Dęba;1;0.00;55.00;0;0;0;0;0;1;182004;3;Nowa Dęba;14341.0;18190.0;127;388;gmw;50.387786,21.612429 50.538910,21.866163;50.463348,21.739296
Wójt Gminy Cisna;4;25.00;50.75;0;1;0;0;0;3;182102;2;Cisna;28726.0;1749.0;6;2284;gw;49.085863,22.222093 49.276761,22.553060;49.181312,22.3875765
Wójt Gminy Orły;1;0.00;48.00;0;1;0;0;0;0;181307;2;Orły;7047.0;8879.0;126;990;gw;49.834260,22.692454 49.925408,22.915600;49.879834,22.804027
Wójt Gminy Baligród;3;33.33;51.33;0;1;0;0;0;2;182101;2;Baligród;15823.0;3142.0;20;2165;gw;49.231180,22.187379 49.414119,22.361835;49.3226495,22.274607
Wójt Gminy Stubno;2;0.00;50.00;0;0;0;0;0;2;181309;2;Stubno;8870.0;3915.0;44;2004;gw;49.841057,22.888186 49.949486,23.092851;49.8952715,22.9905185
Wójt Gminy Olszanica;2;0.00;44.00;0;0;0;0;0;2;182104;2;Olszanica;9354.0;4965.0;53;1739;gw;49.425561,22.362265 49.553535,22.533633;49.489548,22.447949
Burmistrz Miasta i Gminy Kańczuga;3;0.00;51.67;0;0;0;0;0;3;181405;3;Kańczuga;10503.0;12422.0;118;664;gmw;49.887895,22.303614 50.009488,22.492844;49.9486915,22.398229
Burmistrz Miasta i Gminy Lesko;6;0.00;40.33;0;1;0;0;0;5;182103;3;Lesko;11139.0;11439.0;103;746;gmw;49.379294,22.261703 49.550274,22.431745;49.464784,22.346724
Wójt Gminy Gać;2;50.00;54.50;1;0;0;0;0;1;181403;2;Gać;3596.0;4618.0;128;1829;gw;49.997856,22.341283 50.053885,22.468395;50.0258705,22.404839
Wójt Gminy Solina;3;0.00;45.67;0;1;0;0;0;2;182105;2;Solina;18452.0;5311.0;29;1653;gw;49.256645,22.308342 49.455006,22.521676;49.3558255,22.415009
Burmistrz Miasta Przeworska;3;0.00;43.33;0;1;0;0;0;2;181401;1;Przeworsk;2213.0;15452.0;698;495;gm;50.021035,22.467549 50.087993,22.534763;50.054514,22.501156
Prezydent Miasta Krosna;4;25.00;49.25;0;1;0;1;0;2;186101;1;Krosno;4350.0;46600.0;1071;103;mm;49.646586,21.694717 49.732001,21.811347;49.6892935,21.753032
Wójt Gminy Adamówka;2;0.00;46.00;1;1;0;0;0;0;181402;2;Adamówka;13428.0;4081.0;30;1960;gw;50.207307,22.573617 50.305919,22.841302;50.256613,22.7074595
Prezydent Miasta Rzeszowa;5;0.00;55.20;0;1;0;0;1;3;186301;1;Rzeszów (a);12041.0;189662.0;1575;18;mm;49.933452,21.858684 50.078321,22.093970;50.0058865,21.976327
Wójt Gminy Jawornik Polski;1;0.00;46.00;0;0;0;0;0;1;181404;2;Jawornik Polski;6293.0;4475.0;71;1861;gw;49.872367,22.232347 49.958436,22.380302;49.9154015,22.3063245
Prezydent Miasta Przemyśla;4;0.00;47.00;0;1;1;1;0;1;186201;1;Przemyśl (c);4617.0;61808.0;1339;69;mm;49.746351,22.713109 49.820646,22.855421;49.7834985,22.784265
Burmistrz Miasta i Gminy Sieniawa;3;0.00;55.33;1;0;0;0;0;2;181407;3;Sieniawa;12765.0;7022.0;55;1275;gmw;50.128843,22.552417 50.243918,22.777826;50.1863805,22.6651215
Wójt Gminy Łańcut;2;0.00;48.00;0;0;0;0;0;2;181004;2;Łańcut;10630.0;21770.0;205;306;gw;49.966814,22.122684 50.097381,22.383799;50.0320975,22.2532415
Wójt Gminy Żołynia;3;0.00;59.33;0;0;0;0;0;3;181007;2;Żołynia;5671.0;6994.0;123;1280;gw;50.114121,22.246979 50.205695,22.386367;50.159908,22.316673
Wójt Gminy Rakszawa;3;33.33;44.67;0;0;0;0;0;3;181006;2;Rakszawa;6646.0;7286.0;110;1232;gw;50.120671,22.161277 50.246768,22.284757;50.1837195,22.223017
Wójt Gminy Czermin;3;0.00;47.67;0;1;0;0;0;2;181103;2;Czermin;8021.0;7032.0;88;1272;gw;50.265230,21.208832 50.376128,21.373195;50.320679,21.2910135
Wójt Gminy Borowa;5;0.00;59.40;0;1;0;0;0;4;181102;2;Borowa;5531.0;5566.0;101;1585;gw;50.341032,21.245350 50.430544,21.396194;50.385788,21.320772
Wójt Gminy Gawłuszowice;2;0.00;56.00;0;1;0;0;0;1;181104;2;Gawłuszowice;3401.0;2764.0;81;2216;gw;50.365770,21.339071 50.441203,21.455699;50.4034865,21.397385
Wójt Gminy Padew Narodowa;2;0.00;40.00;0;1;0;0;0;1;181106;2;Padew Narodowa;7125.0;5376.0;75;1634;gw;50.376635,21.400087 50.496438,21.596366;50.4365365,21.4982265
Burmistrz Radomyśla Wielkiego;2;0.00;51.00;0;1;0;0;0;1;181108;3;Radomyśl Wielki;15978.0;14225.0;89;554;gmw;50.131294,21.142206 50.256873,21.395341;50.1940835,21.2687735
Wójt Gminy Jaśliska;3;33.33;49.00;0;1;0;0;0;2;180710;2;Jaśliska;16586.0;2225.0;13;2268;gw;49.346266,21.731596 49.489473,21.972477;49.4178695,21.8520365
Burmistrz Przecławia;2;50.00;56.00;0;1;0;0;0;1;181107;3;Przecław;13419.0;11898.0;89;703;gmw;50.159351,21.355823 50.271057,21.611306;50.215204,21.4835645
Wójt Gminy Grodzisko Dolne;2;0.00;51.50;0;1;0;0;0;1;180802;2;Grodzisko Dolne;7857.0;8050.0;102;1104;gw;50.123015,22.352088 50.206909,22.537904;50.164962,22.444996
Burmistrz Leżajska;3;0.00;49.00;0;1;0;0;0;2;180801;1;Leżajsk;2058.0;13990.0;680;563;gm;50.235499,22.371619 50.295678,22.465613;50.2655885,22.418616
Wójt Gminy Kuryłówka;4;50.00;41.00;0;0;0;0;0;4;180803;2;Kuryłówka;14194.0;5703.0;40;1547;gw;50.256805,22.405448 50.400165,22.687965;50.328485,22.5467065
Burmistrz Miasta i Gminy Nowa Sarzyna;2;50.00;45.00;0;1;0;0;0;1;180805;3;Nowa Sarzyna;14373.0;21629.0;150;308;gmw;50.252475,22.188716 50.396776,22.402655;50.3246255,22.2956855
Burmistrz Miasta i Gminy Oleszyce;2;0.00;53.00;0;1;0;0;0;1;180906;3;Oleszyce;15184.0;6423.0;42;1400;gmw;50.064920,22.850205 50.220687,23.095944;50.1428035,22.9730745
Burmistrz Miasta i Gminy Cieszanów;2;0.00;54.00;0;1;0;0;0;1;180902;3;Cieszanów;21944.0;7328.0;33;1226;gmw;50.184675,23.012088 50.354320,23.299663;50.2694975,23.1558755
Burmistrz Miasta Lubaczowa;5;20.00;52.80;0;1;0;0;1;3;180901;1;Lubaczów;2573.0;12101.0;470;683;gm;50.122316,23.076888 50.192283,23.163655;50.1572995,23.1202715
Wójt Gminy Lubaczów;2;0.00;51.00;1;1;0;0;0;0;180904;2;Lubaczów (c);20285.0;9195.0;45;943;gw;50.065817,23.028162 50.209447,23.357728;50.137632,23.192945
Wójt Gminy Horyniec-Zdrój;2;50.00;38.50;0;1;0;0;0;1;180903;2;Horyniec-Zdrój (c);20310.0;4785.0;24;1788;gw;50.144129,23.251772 50.307654,23.547882;50.2258915,23.399827
Burmistrz Miasta i Gminy Narol;2;0.00;46.00;0;1;0;0;0;1;180905;3;Narol;20347.0;8134.0;40;1092;gmw;50.269653,23.123984 50.410542,23.436153;50.3400975,23.2800685
Wójt Gminy Wielkie Oczy;2;0.00;34.50;0;0;0;0;0;2;180908;2;Wielkie Oczy;14624.0;3852.0;26;2022;gw;49.980787,23.002184 50.104887,23.251066;50.042837,23.126625
Wójt Gminy Roźwienica;1;0.00;52.00;0;0;0;0;0;1;180410;2;Roźwienica;6875.0;6232.0;91;1438;gw;49.838557,22.514953 49.982899,22.645995;49.910728,22.580474
Wójt Gminy Dzikowiec;4;25.00;49.25;1;0;0;0;0;3;180606;2;Dzikowiec;12156.0;6509.0;54;1382;gw;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325
Burmistrz Kolbuszowej;2;0.00;49.00;0;1;0;0;0;1;180602;3;Kolbuszowa;17084.0;24829.0;145;248;gmw;50.150983,21.682400 50.284518,21.934651;50.2177505,21.8085255
Wójt Gminy Cmolas;1;0.00;62.00;0;0;0;0;0;1;180601;2;Cmolas;13399.0;8085.0;60;1101;gw;50.263327,21.566860 50.389958,21.840324;50.3266425,21.703592
Wójt Gminy Niwiska;1;100.00;60.00;0;0;0;0;0;1;180604;2;Niwiska;9486.0;6044.0;64;1480;gw;50.176014,21.529724 50.302126,21.731004;50.23907,21.630364
Wójt Gminy Majdan Królewski;1;0.00;56.00;0;0;0;0;0;1;180603;2;Majdan Królewski;15526.0;9858.0;63;879;gw;50.332733,21.635421 50.482245,21.904702;50.407489,21.7700615
Wójt Gminy Raniżów;2;0.00;47.50;0;1;0;0;0;1;180605;2;Raniżów;9666.0;7076.0;73;1265;gw;50.230697,21.891812 50.333672,22.096591;50.2821845,21.9942015
Burmistrz Miasta Jasła;2;0.00;58.50;0;0;0;0;0;2;180501;1;Jasło;3652.0;35445.0;971;151;gm;49.710437,21.401780 49.783583,21.541602;49.74701,21.471691
Wójt Gminy Dębowiec;4;0.00;53.00;0;1;0;0;0;3;180503;2;Dębowiec;8647.0;8822.0;102;994;gw;49.570466,21.326662 49.707062,21.523272;49.638764,21.424967
Wójt Gminy Brzyska;1;0.00;41.00;0;0;0;0;0;1;180502;2;Brzyska;4487.0;6545.0;146;1371;gw;49.767145,21.290339 49.873028,21.427750;49.8200865,21.3590445
Wójt Gminy Nowy Żmigród;4;25.00;44.50;0;0;0;0;0;4;180507;2;Nowy Żmigród;10359.0;9149.0;88;951;gw;49.532220,21.430938 49.669149,21.625199;49.6006845,21.5280685
Burmistrz Kołaczyc;2;50.00;60.50;0;1;0;0;0;1;180505;3;Kołaczyce;6110.0;8964.0;147;980;gmw;49.774413,21.409067 49.840546,21.560157;49.8074795,21.484612
Wójt Gminy Krempna;2;0.00;52.00;0;0;0;0;0;2;180506;2;Krempna;20386.0;1887.0;9;2280;gw;49.412250,21.358474 49.575931,21.614160;49.4940905,21.486317
Burmistrz Brzostku;2;0.00;44.00;0;1;0;0;0;1;180302;3;Brzostek;12233.0;13091.0;107;619;gmw;49.828609,21.326614 49.955068,21.523523;49.8918385,21.4250685
Wójt Gminy Żyraków;3;0.00;53.67;0;1;0;0;0;2;180307;2;Żyraków;11038.0;13961.0;126;565;gw;50.046950,21.295007 50.169618,21.483190;50.108284,21.3890985
Burmistrz Pilzna;2;50.00;48.00;0;1;0;0;0;1;180306;3;Pilzno;16513.0;18176.0;110;389;gmw;49.919123,21.149072 50.031890,21.424252;49.9755065,21.286662
Wójt Gminy Rokietnica;3;33.33;56.00;1;1;0;0;0;1;180409;2;Rokietnica;5708.0;4376.0;77;1889;gw;49.837387,22.563389 49.931030,22.702126;49.8842085,22.6327575
Wójt Gminy Chłopice;4;0.00;43.75;1;1;0;0;0;2;180403;2;Chłopice;4920.0;5556.0;113;1588;gw;49.904094,22.624619 49.974073,22.787536;49.9390835,22.7060775
Burmistrz Miasta Jarosławia;3;0.00;45.67;0;1;0;0;0;2;180401;1;Jarosław;3461.0;37892.0;1095;140;gm;49.993282,22.616875 50.086808,22.724213;50.040045,22.670544
Burmistrz Miasta Radymna;4;0.00;53.00;0;1;0;0;0;3;180402;1;Radymno;1362.0;5335.0;392;1646;gm;49.931250,22.786919 49.976728,22.872491;49.953989,22.829705
Wójt Gminy Laszki;2;0.00;41.00;0;1;0;0;0;1;180405;2;Laszki;13800.0;6976.0;51;1284;gw;49.963963,22.769551 50.077888,23.070949;50.0209255,22.92025
Wójt Gminy Pawłosiów;2;0.00;45.50;0;1;0;0;0;1;180406;2;Pawłosiów;4742.0;8467.0;179;1043;gw;49.969287,22.551066 50.043617,22.698282;50.006452,22.624674
Burmistrz Pruchnika;2;0.00;64.00;0;1;0;0;0;1;180407;3;Pruchnik;8034.0;9801.0;122;886;gmw;49.842681,22.410473 49.952612,22.569291;49.8976465,22.489882
Wójt Gminy Radymno;4;25.00;50.75;0;1;0;0;0;3;180408;2;Radymno (c);18218.0;11448.0;63;744;gw;49.887339,22.749727 50.005875,23.153840;49.946607,22.9517835
Wójt Gminy Wiązownica;2;0.00;46.50;0;1;0;0;0;1;180411;2;Wiązownica;24398.0;11705.0;48;719;gw;50.021910,22.640708 50.212929,22.953671;50.1174195,22.7971895
Burmistrz Miasta Sanoka;4;0.00;49.25;0;1;0;1;0;2;181701;1;Sanok;3808.0;37980.0;997;137;gm;49.522809,22.147385 49.590270,22.283778;49.5565395,22.2155815
Wójt Gminy Przeworsk;1;0.00;46.00;0;1;0;0;0;0;181406;2;Przeworsk;9080.0;14892.0;164;517;gw;50.001467,22.373699 50.116642,22.605665;50.0590545,22.489682
Wójt Gminy Zarzecze;4;25.00;44.25;1;1;0;0;0;2;181409;2;Zarzecze;4918.0;7223.0;147;1248;gw;49.944845,22.467705 50.038001,22.580673;49.991423,22.524189
Wójt Gminy Bukowsko;1;0.00;36.00;0;1;0;0;0;0;181703;2;Bukowsko;13693.0;5567.0;41;1584;gw;49.392974,21.948896 49.545533,22.139846;49.4692535,22.044371
Wójt Gminy Tryńcza;1;0.00;51.00;0;1;0;0;0;0;181408;2;Tryńcza;7006.0;8459.0;121;1045;gw;50.076015,22.430755 50.202978,22.602677;50.1394965,22.516716
Wójt Gminy Sanok;2;50.00;48.00;0;1;0;0;0;1;181705;2;Sanok;23170.0;17913.0;77;402;gw;49.475389,22.057490 49.685733,22.363793;49.580561,22.2106415
Wójt Gminy Wielopole Skrzyńskie;3;33.33;44.00;0;1;0;0;0;2;181505;2;Wielopole Skrzyńskie;9348.0;8260.0;88;1072;gw;49.887198,21.498961 50.000493,21.697253;49.9438455,21.598107
Wójt Gminy Zarszyn;3;66.67;42.33;0;1;0;0;0;2;181708;2;Zarszyn;10540.0;9356.0;89;925;gw;49.488511,21.923752 49.636613,22.097110;49.562562,22.010431
Wójt Gminy Iwierzyce;2;0.00;48.50;0;1;0;0;0;1;181501;2;Iwierzyce;6552.0;7736.0;118;1152;gw;49.964159,21.688269 50.081757,21.821699;50.022958,21.754984
Burmistrz Miasta i Gminy Zagórz;3;0.00;48.00;0;0;0;0;0;3;181707;3;Zagórz;15989.0;13099.0;82;618;gmw;49.307719,22.116536 49.542081,22.300493;49.4249,22.2085145
Burmistrz Ropczyc;2;0.00;48.00;0;1;0;0;0;1;181503;3;Ropczyce;13908.0;27384.0;197;210;gmw;49.946345,21.464176 50.096625,21.679552;50.021485,21.571864
Wójt Gminy Pysznica;2;0.00;49.00;0;1;0;0;0;1;181803;2;Pysznica;14669.0;10964.0;75;777;gw;50.527912,22.044988 50.669545,22.263986;50.5987285,22.154487
Wójt Gminy Ostrów;2;0.00;40.50;0;1;0;0;0;1;181502;2;Ostrów;9619.0;7246.0;75;1240;gw;50.077771,21.510098 50.209091,21.701944;50.143431,21.606021
Prezydent Miasta Stalowej Woli;2;0.00;41.50;0;1;0;0;0;1;181801;1;Stalowa Wola;8252.0;61903.0;750;68;gm;50.504125,21.935372 50.628860,22.099312;50.5664925,22.017342
Burmistrz Sędziszowa Małopolskiego;1;0.00;46.00;0;1;0;0;0;0;181504;3;Sędziszów Małopolski;15404.0;23572.0;153;274;gmw;49.971297,21.612654 50.178600,21.822300;50.0749485,21.717477
Wójt Gminy Bojanów;3;0.00;45.33;0;1;0;0;0;2;181802;2;Bojanów;17933.0;7531.0;42;1192;gw;50.361518,21.851936 50.528068,22.086581;50.444793,21.9692585
Wójt Gminy Krasne;3;0.00;51.00;0;0;0;0;0;3;181609;2;Krasne;3910.0;11123.0;284;764;gw;50.004954,22.053566 50.094554,22.168165;50.049754,22.1108655
Burmistrz Zaklikowa;4;0.00;57.50;0;1;0;0;0;3;181805;3;Zaklików;20213.0;8605.0;43;1026;gmw;50.651209,21.951755 50.820548,22.205586;50.7358785,22.0786705
Burmistrz Boguchwały;2;0.00;51.50;0;1;0;0;0;1;181603;3;Boguchwała;8896.0;20423.0;230;331;gmw;49.946992,21.746702 50.042610,21.965621;49.994801,21.8561615
Wójt Gminy Radomyśl nad Sanem;3;33.33;47.67;0;1;0;0;0;2;181804;2;Radomyśl nad Sanem;13390.0;7283.0;54;1233;gw;50.620721,21.839995 50.802707,22.083049;50.711714,21.961522
Burmistrz Miasta Dynów;2;0.00;57.00;0;0;0;0;0;2;181601;1;Dynów;2455.0;6146.0;250;1456;gm;49.787351,22.189489 49.840259,22.278581;49.813805,22.234035
Wójt Gminy Zaleszany;1;0.00;38.00;0;1;0;0;0;0;181806;2;Zaleszany;8717.0;10852.0;124;786;gw;50.584605,21.857101 50.702704,22.044371;50.6436545,21.950736
Burmistrz Błażowej;2;0.00;55.50;0;1;0;0;0;1;181602;3;Błażowa;11260.0;10852.0;96;786;gmw;49.824465,21.967484 49.940150,22.185113;49.8823075,22.0762985
Wójt Gminy Frysztak;2;0.00;55.00;0;1;0;0;0;1;181902;2;Frysztak;9063.0;10467.0;115;823;gw;49.785458,21.476620 49.896405,21.661343;49.8409315,21.5689815
Wójt Gminy Czudec;3;0.00;51.67;0;0;0;0;0;3;181901;2;Czudec;8470.0;11843.0;140;708;gw;49.895512,21.690530 49.972864,21.916420;49.934188,21.803475
Wójt Gminy Niebylec;4;0.00;46.00;0;1;0;0;0;3;181903;2;Niebylec;10444.0;10504.0;101;821;gw;49.781093,21.840539 49.918501,22.021912;49.849797,21.9312255
Burmistrz Strzyżowa;2;50.00;49.00;0;1;0;0;0;1;181904;3;Strzyżów;14032.0;20754.0;148;326;gmw;49.781208,21.677129 49.951902,21.883502;49.866555,21.7803155
Wójt Gminy Wadowice Górne;3;0.00;41.00;0;1;0;0;0;2;181110;2;Wadowice Górne;8690.0;7703.0;89;1160;gw;50.223853,21.145727 50.310866,21.375802;50.2673595,21.2607645
Wójt Gminy Tuszów Narodowy;3;0.00;47.33;0;1;0;0;0;2;181109;2;Tuszów Narodowy;8924.0;8157.0;91;1089;gw;50.325788,21.400177 50.415722,21.640607;50.370755,21.520392
Wójt Gminy Harasiuki;1;0.00;51.00;0;1;0;0;0;0;181201;2;Harasiuki;16817.0;6183.0;37;1450;gw;50.397277,22.349563 50.591937,22.586449;50.494607,22.468006
Wójt Gminy Stary Dzików;2;50.00;46.00;0;1;0;0;0;1;180907;2;Stary Dzików;15570.0;4268.0;27;1922;gw;50.148153,22.797822 50.301416,23.037647;50.2247845,22.9177345
Wójt Gminy Jeżowe;4;0.00;53.75;0;1;0;0;0;3;181203;2;Jeżowe;12393.0;10159.0;82;847;gw;50.303100,21.966753 50.416155,22.274453;50.3596275,22.120603
